id,fold,type,label,text1,text2
because-1854017.ann-E15,2,Consequence,obstruct,a replacement for Mr. Mashhadani is approved,"the deputy speaker, Sheik Khalid al-Attiya, a Shiite from the United Iraqi Alliance, will be the acting speaker"
because-1853339.ann-E20,3,Motivation,cause,the legislation,"a furious rebellion among many Republican and even some Democratic voters, who were linked by the Internet and encouraged by radio talk show hosts"
because-1854575.ann-E7,4,Motivation,cause,driving up costs,it has been bemoaned by local governments
because-20020731-nyt.ann-E1,5,Motivation,cause,"using poor judgment and disregarding Senate rules in his dealings with the former donor, David Chang",the committee chastised him
because-1853106.ann-E1,6,Purpose,cause,"the judge, Oscar Magi, could decide whether to suspend the trial temporarily",the trial adjourned for 10 days
because-wsj_1450.ann-E10,7,Consequence,cause,on the job,employees or owners had been robbed
because-20020731-nyt.ann-E146,8,Consequence,cause,your actions and failure to act,violations of Senate rules (and related statutes)
because-CHRG-110hhrg44900-1.ann-E23,9,Consequence,cause,properly done,"a market sensitive regulatory authority not only prevents some of the problems, but is pro-market, because we have investors now who are unwilling to invest even in things they should"
because-1824078.ann-E15,0,Consequence,cause,some time,the city work out just how well it will fare under the governor's budget proposal
because-Article247_3500.ann-E17,1,Consequence,cause,mocked,obscurity
because-wsj_1803.ann-E5,2,Consequence,cause,power failures prevented its package-sorting facilities from operating,delays
because-CHRG-110hhrg44900-1.ann-E27,3,Purpose,cause,protect the taxpayer,"we have to make sure that the cost of that failure is borne by the firm's shareholders and creditors, and not passed on to the taxpaying public"
because-1852912.ann-E10,4,Motivation,cause,an attack by insurgents,lethal return fire by marines in a residential area
because-CHRG-110hhrg44900-1.ann-E137,5,Consequence,cause,"a patchwork of authorities, largely derived from our role as a banking supervisor as well as on moral suasion",ensure that the various payment and settlement systems have the necessary procedures and controls in place to manage the risks that they face
because-1852142.ann-E15,6,Motivation,cause,the Bush administration has such a poor track record on this topic,Much of the world is skeptical
because-1854005.ann-E4,7,Purpose,cause,win his support,"Mrs. Clinton's main rival, Senator Barack Obama of Illinois, had reached out to Mr. Menendez in recent weeks"
because-1852704.ann-E4,8,Consequence,cause,reports emerged suggesting that Turkish forces had begun a long-threatened incursion into northern Iraq to hunt Kurdish guerrillas who stage attacks inside Turkey,Iraqi and American officials got a jolt late in the day
because-CHRG-110hhrg44900-2.ann-E29,9,Consequence,cause,you're in Congress,you sort of think in terms of the next election or whatever it may be
because-CHRG-110hhrg44900-1.ann-E157,0,Motivation,cause,necessity,we have to plan for how to handle the failure of a major institution
because-1854158.ann-E11,1,Motivation,cause,the Taliban were in power,women and girls were barred from attending school
because-wsj_1506.ann-E2,2,Consequence,cause,it knows of coup plans likely to endanger their lives,The U.S. is required to notify foreign dictators
because-1820510.ann-E4,3,Consequence,cause,the colonel's ``miscommunication'' of the rules,the deaths of four unarmed Iraqis
because-wsj_1121.ann-E8,4,Consequence,cause,the Germans lost World War I,"they lost Namibia to South Africa and the diamonds to Ernest Oppenheimer, patriarch of Anglo American Corp. and De Beers"
because-wsj_1603.ann-E3,5,Motivation,cause,His business success,him an official target in pre-reform days
because-wsj_1504.ann-E28,6,Consequence,cause,they,their systems are described in their employee handbooks and talked up by personnel specialists
because-1853958.ann-E6,7,Motivation,obstruct,Florida Democrats formally submitted their plan,it would not comment further
because-1820510.ann-E9,8,Consequence,obstruct,The formal reprimand Colonel Steele received,any chance for his promotion
because-1851265.ann-E5,9,Motivation,cause,"a tax shelter does fancy footwork to follow, or appear to follow, the letter of the tax code but violates its spirit by existing mainly to generate tax deductions",it is a sham shelter in the eyes of the Internal Revenue Service
because-wsj_1413.ann-E5,0,Purpose,cause,give the department ``maximum flexibility'' to deal with the cuts,the request was made
because-wsj_1611.ann-E2,1,Consequence,cause,1988 jury award in a case stemming from the brothers' alleged attempts to corner the 1979-80 silver market,The Peruvian mineral concern's $251 million claim
because-1851285.ann-E7,2,Consequence,obstruct,The program,millions of new infections
because-1821059.ann-E15,3,Consequence,cause,sectarian divisions and the need for a twothirds majority in some cases,deadlock
because-1851291.ann-E7,4,Motivation,cause,they are inconsistent with religious beliefs,``firmly reject'' aspects of science
because-wsj_1849.ann-E15,5,Motivation,cause,the underlying profitability rate will go up and the capital assets he bought on the cheap will soon be producing profits,restoring the market's faith in them
because-wsj_1603.ann-E35,6,Consequence,cause,Mr. Linh's appointment as secretary-general of the party at the sixth congress,"Mrs. Thi has become the darling of ``doi moi'', the Vietnamese version of perestroika"
because-1855590.ann-E21,7,Consequence,cause,"they are shipped as components, not completed weapons",It's hard to catch
because-CHRG-110hhrg44900-1.ann-E72,8,Purpose,cause,reinforce market discipline,"the trigger for invoking such authority should be very high, such as a bankruptcy filing"
because-CHRG-110hhrg44900-1.ann-E15,9,Purpose,cause,strengthen the safety and soundness of our institutions and discourage unsound practices and conduct,"we must establish a modern, regulatory structure"
because-wsj_1780.ann-E14,0,Consequence,cause,the secretary concludes that a transaction has made a carrier unfit to operate,"the department may revoke its certificate, grounding the airline"
because-CHRG-110hhrg44900-2.ann-E80,1,Consequence,cause,stronger resolution procedures,"try to create an orderly process that doesn't create the market externalities at the same time it would avoid moral hazard because the equity holders, the management and subordinate debt holders would all be subjected to losses in that process"
because-CHRG-110hhrg44900-1.ann-E112,2,Purpose,cause,talk about the economy and Humphrey-Hawkins,We will have the Chairman before us for 3 more hours next week
because-wsj_1446.ann-E17,3,Consequence,cause,settlements,it operate freely nationwide despite its record as an admitted felon
because-wsj_1698.ann-E13,4,Consequence,obstruct,Congress has a guilty conscience and changes its mind,they're meaningless
because-1855648.ann-E32,5,Consequence,cause,the specific intent,the crime
because-1821517.ann-E4,6,Consequence,cause,the C.I.A.,causing the president to inaccurately say in his State of the Union address that the British government had confirmed Iraq's efforts to buy uranium in Africa
because-wsj_1849.ann-E18,7,Motivation,cause,there were enough promoters announcing the end of history (in this case suspension of normal laws of economic gravity),society continue shielding its eyes
because-wsj_1780.ann-E26,8,Consequence,cause,it gave control to a foreign interest,The secretary would be required to block an acquisition
because-wsj_1700.ann-E6,9,Consequence,cause,the Western powers bowed to pressure for such a coalition,they were opening the door to communist domination
because-1854575.ann-E9,0,Motivation,cause,We trust all the players that are involved this time around,we wanted to negotiate a good bill
because-1853335.ann-E29,1,Purpose,cause,regulate business activity,antitrust should be used
because-1852197.ann-E15,2,Purpose,cause,deal with a sharp rise in violence in Diyala Province,American commanders have also had to send troops outside the capital
because-20020731-nyt.ann-E39,3,Purpose,cause,get things started,"putting up $300,000"
because-CHRG-110hhrg44900-2.ann-E79,4,Consequence,cause,stronger resolution procedures,us intervene in an early stage
because-1854675.ann-E14,5,Consequence,cause,the security forces would all report to the Interior Minister,Fatah would give up much of its remaining power
because-1854626.ann-E15,6,Purpose,cause,win the nomination,he is willing to say and do anything
because-CHRG-110hhrg44900-1.ann-E204,7,Purpose,cause,addressing the near-term situation,Cooperation between the Fed and SEC is taking place within the existing statutory framework
because-1851335.ann-E8,8,Purpose,cause,monitor the effectiveness of the Police Department through the Compstat program,what New York City did
because-20020731-nyt.ann-E141,9,Consequence,cause,Your acceptance on loan from Mr. Chang of bronze statues (eagle and bronco buster) for display in your Senate office under your office's policy of accepting the loan of home state artwork,"a violation of the Senate Gifts Rule (35) and, consequently, a violation of your public disclosure obligations under Senate rules"
because-1854626.ann-E2,0,Consequence,cause,standard research entails destruction of embryos,"federal financing is currently allowed only for work on those stem cell lines that already existed in August 2001, when President Bush adopted that cutoff as his administration's policy"
