id,fold,label,target,text
irish-1838,9,neu,Brian Cowen,Irish Leader Resigns as Party Leader : Prime Minister Brian Cowen announced Saturday that he had stepped down as .
irish-1185,0,neu,Fine Gael,tcmurph Given the owner the breakfast host and afternoon host the station has always had a strong Fine Gael connection .
irish-128,1,neg,Fianna Fail,PatCareyTD why select candidates tonight for East Meath ? Don't u get it Fianna Fail is terminal so save the money for the Funeral cost
irish-1649,2,neu,Fianna Fail,Former Mayo senator and councillor Frank Chambers approached by Fianna Fail fiannafail
irish-2087,3,neu,Sinn Fein,Only ones that marginalise Sinn Fein are RTE ! rte
irish-1520,4,neu,Eamon Gilmore,Eamon Gilmore will reverse any changes that might be made to acute services in Roscommon Hospital between now and the General Election .
irish-2216,5,neu,Gerry Adams,Slugger O'Toole: Gerry Adams applies to become a paid officer of the Crown .
irish-2312,6,neu,John Gormley,John Gormley has said that the mass resignations of Cabinet ministers had to be ' orchestrated ' and ' choreographed '.
irish-335,7,neg,Eamon Gilmore,Brisn Lenihan Eamon Gilmore seems to be putting guns to heads rtesixone
irish-1113,8,neu,Sinn Fein,mccafferysteven maryloumcdonald How about Sinn Fein is the new Fianna Fail ?
irish-477,9,neg,Fine Gael,Fine Gael website is just plain terrible no policy info available . But this is the link that's been buried
irish-2050,0,neu,Eamon Gilmore,New Agenda ' ( post Workers Party pre Democratic Left ) -Eamon Gilmore Letter .
irish-1296,1,neu,Sinn Fein,agreed Sinn Fein have been but they never where anti Black anti gay anti jewish that is my prob with BNP
irish-983,2,neu,Fianna Fail,BiddyEarly floating Fianna Fail voter . rtefl
irish-1092,3,neu,Gerry Adams,KingBot dynamoshels judygilroy Its not hard to find that info . Similar to how it is not hard to find out when Gerry Adams declared .
irish-1668,4,neu,Gerry Adams,Gerry Adams quits Westminster seat - News - Bexhill Observer
irish-971,5,neu,Sinn Fein,andrewismaxwell who will be in next you reckon sinn fein ?
irish-737,6,neg,Brian Cowen,Nothing but sackcloth and ashes for Cowen from Midlands radio listeners . I'm suspicious--isn't Brian known for doing great impressions ?
irish-1547,7,neu,Fianna Fail,Fianna Fail - Think this is bad ? Here's Enda
irish-789,8,neg,Sinn Fein,Ryan Tubriddy just outed Martin McGuinness as an IRA leader I thought the official line was that he was just in Sinn Fein and not the IRA
irish-88,9,neg,Eamon Gilmore,kDamo he wouldn't ! He's better than Enda Kenny or Eamon Gilmore ! Can't bare their smug faces !
irish-1786,0,neu,John Gormley,I'm going to listen to John Gormley monday morning
irish-1566,1,neu,Fianna Fail,Fianna Fail has climed to 9% in our Poll . FG 30% Lab 23% Indp 14% SF 11% Vote now ge11
irish-803,2,neg,Fine Gael,Simon covney puts the pay of the political system ahead of teachers and the emergency services . Typical fine gael arrogance
irish-716,3,neg,Brian Cowen,MPs ' secret ballot could bring down Irish leader : Irish MPs are to decide the fate of Brian Cowen the prime min .
irish-1325,4,neu,Fianna Fail,Barry Andrews has said he will support whatever decision Taoiseach Brian Cowen makes about the Fianna Fail leadership .
irish-622,5,neg,Brian Cowen,Irish Prime Minister Brian Cowen fights for his political life
irish-2440,6,pos,Sinn Fein,BBC Inside Politics : Simon Hamilton DUP and Daithi McKay Sinn Fein are articulate and intelligent young politicians with great potential .
irish-2409,7,pos,Gerry Adams,RTE_Elections never thought I'd agree with Gerry Adams but he's speaking sense !
irish-964,8,neu,Sinn Fein,aaronirish john_mcguirk Funnily enough that's the Sinn Fein policy .
irish-1908,9,neu,Fine Gael,Jim Corr reveals Brian Cowen was a Fine Gael false flag operation designed to destroy FF .
irish-1943,0,neu,John Gormley,John Gormley : no evidence whatsoever of impropriety .
irish-1211,1,neu,Brian Cowen,BreakingNews Ireland PM Cowen Quits as Party Leader : Prime Minister Brian Cowen says he has resigned as leader .
irish-683,2,neg,Fine Gael,Labour may have something . I don't hear them banging on whilst Fine Gael try to come up with big words to make up for having Enda in charge
irish-2354,3,neu,Eamon Gilmore,Will Eamon Gilmore be Tnaiste when Enda becomes Taoiseach ? fg ge11
irish-2045,4,neu,Brian Cowen,My ma talking about the front page of The Star today : Ian do ya reckon Brian Cowen actually gave the camera the finger ? What a woman .
irish-713,5,neg,Gerry Adams,More empty rhetoric from the sinn fein leader gerry adams . If a young guy like leo can expose him think how the ECB/IMF would maul him .
irish-1700,6,neu,Fianna Fail,Get Things Moving- with Sean Haughey -Fianna Fail-1997 GE Dublin North Central
irish-727,7,neg,Brian Cowen,NEWS : Deputy Doherty urges Brian Cowen to ? do the honourable thing ?: The headache continues for Brian Cowen . Fia .
irish-2370,8,pos,Sinn Fein,[ . ] that FF will cement their position near the bottom of the polls vinb // above Greens Sinn Fein IND & prob LAB !
irish-948,9,neg,Fine Gael,Your key objective Mr Gilmore is to defeat Fine Gael .
irish-1190,0,neu,Sinn Fein,thejournal_ie De Valare is back to lead F F back to Sinn Fein
irish-2388,1,pos,Sinn Fein,FloTom your're right think we'll call it quits . I admire your desire for English self determination as I do Sinn Fein's for the irish
irish-2374,2,pos,John Gormley,chrispowersmith Listening to John Gormley on Pat Kenny at the moment . Interesting !
irish-593,3,neg,Fianna Fail,If Fianna Fail are really intent on eating themselves alive I'd recommend a nice Chianti and some Fava Beans GE11
irish-1518,4,neu,Eamon Gilmore,Eamon Gilmore was at DSE AGM and then clinic in his Constituency this should be noted by Pat . rtefl
irish-2186,5,neu,Gerry Adams,Sinn Fein's Gerry Adams quits Westminster seat ; will run in the Republic of Ireland election UKpoli SF Ireland
irish-541,6,neg,Fianna Fail,Hmm . Greens walk out of govt with Fianna Fail . Meanwhile in Lebanon the Hezbollah say they're looking for a partnership government . Uh-oh .
irish-1832,7,neu,Brian Cowen,Irish government in tatters as coalition partners pull out - DUBLIN ? Irish Prime Minister Brian Cowen's government .
irish-2554,8,pos,John Gormley,Off to see what concessions john gormley has squeezed from Cowen re the election date .
irish-577,9,neg,Eamon Gilmore,I would be overjoyed if by some freak electoral twist Eamon Gilmore lost his seat in Dn Laoghaire and Ivana Bacik was elected instead .
irish-828,0,neg,Fianna Fail,Someone calling Padraig O'Ceide a Fianna Fail puppet .
irish-2413,1,pos,John Gormley,SaskSype lunch on Jan 19 almost full . Get tickets ASAP . Agree with him or not John Gormley is always interesting .
irish-820,2,neg,Fine Gael,So Fine Gael have lost their leader & Labour lost their balls . If the next government isn't careful they'll b ruling from opposition benches
irish-124,3,neg,Brian Cowen,nytjim any wikileak docs that might trigger protests ( real ones ) in Ireland against Brian Cowen ffheave
irish-1164,4,neu,Eamon Gilmore,rtefrontline Why did Deputy Eamon Gilmore refuse to participate in tonight's panel ? rtefl
irish-366,5,neg,Fine Gael,Cowen wins ffheave ? That must've been the worst coup d'tat since the Fine Gael one .
irish-1870,6,neu,Brian Cowen,Irish Prime Minister Calls for Early Elections : Brian Cowen announced an earlier-than-expected . global news ff
irish-2621,7,pos,Eamon Gilmore,Yeah Cuvine ! Eamon Gilmore said it better !
irish-1590,8,neu,Fine Gael,Fine Gael has physically relocated its site by the way . guess where it's hosted now ? ?
irish-1830,9,neu,Brian Cowen,Ireland's Green Party quits government of Brian Cowen
irish-111,0,neg,Gerry Adams,mediabite Littlesapling Gerry Adams is yesterday's man . I discount him as much as his duplicity re McConville ( and more ) disgusts me
irish-1910,1,neu,Eamon Gilmore,Joe Finnegan gives way too much of his opinion I thought he was supposed to be interviewing Eamon Gilmore . And I though Pat Kenny was bad .
irish-481,2,neg,Fianna Fail,Fine Gael's campaign manifesto in full : I don't think anyone will vote for Fianna Fail at this stage . rtefl
irish-1247,3,neu,Eamon Gilmore,irish Gilmore tables ' no confidence ' motion : Labour Party leader Eamon Gilmore has tabled a motion of no confid .
irish-1371,4,neu,Brian Cowen,Brian Cowen retains control of ruling Fianna Fail party - Channel 4 News : Image
irish-1315,5,neu,Brian Cowen,Are Lowry and Healy-Rae deals with government now void ?: Brian Cowen last discussed the government side-deals wi .
irish-2234,6,neu,Sinn Fein,Suggested G Galloway could stand for Sinn Fein in W Belfast by election !
irish-154,7,neg,Fianna Fail,sophwarnes Irish politics . FF ( Fianna Fail ) is the govt party who got us into this economic mess & are still in power . Started by MCJ66
irish-1434,8,neu,Brian Cowen,Cowen focused at North-South meet : Taoiseach Brian Cowen has said the Irish government will defeat a motion of n .
irish-1998,9,neu,John Gormley,listening to John Gormley speaking as Gaeilge and it would appear that the Irish for reshuffle is reshuffle .
irish-1311,0,neu,Fianna Fail,Anyone interested in writing book about destruction of Fianna Fail rtefl ffheave
irish-2329,1,neu,John Gormley,We didn't say January . We said we'd accept a few weeks delay .
irish-1143,2,neu,Brian Cowen,politico_ieShould Brian Cowen resign as party leader ?
irish-383,3,neg,John Gormley,Did John Gormley say his wife was more in the loop on the resignations than he was ? Oh dear .
irish-139,4,neg,Sinn Fein,RTE_Elections that is about as likely as Ireland being a 32 county nation ! Sinn fein make me sick
irish-1814,5,neu,Sinn Fein,Ireland needs a change of direction rather than simply a new Fianna Fail spin doctor at the helm Doherty | Sinn Fein
irish-138,6,neg,Sinn Fein,RTE_Elections Sinn Fein is being populist to have widest appeal but has no realistic economic policies
irish-1684,7,neu,Gerry Adams,Gerry Adams resigns from Westminster ( Irish Central )
irish-782,8,neg,Fianna Fail,Remember : if Fianna Fail come to your door DO NOT tell ' em where to go . Act all interested . More we delay them the less damage they can do .
irish-1379,9,neu,Brian Cowen,Brian Cowen wins confidence vote to remain Fianna Fail leader ( Guardian )
irish-2618,0,pos,Sinn Fein,Woman on rtefl calling for a Dil of Jackie Healy Raes ? Give me majority Sinn Fein any day over a chamber of M Finners .
irish-634,1,neg,Gerry Adams,It'd be a shame for Gerry Fitt's old seat to be taken by Adams and then Galloway too . Talk about contrasts ! ni politics
irish-956,2,neu,Fianna Fail,? amon ? Cuv has said he would be interested in being a candidate for leadership of Fianna Fail .? God help us all .
irish-1798,3,neu,Gerry Adams,If Gerry Adams is the next Minister for foriegn affairs will he accept an invitation to the Royal wedding on behalf of the Irish people ?
irish-213,4,neg,Brian Cowen,sixone reporting that FF members canvassing for signatures for no confidence motion in Brian Cowen
irish-883,5,neg,Brian Cowen,Think Brian Cowen has to go . Not sure Michael Martin is the answer though
irish-276,6,neg,Brian Cowen,BIzz post splash is that senior ministers have told Cowen to go . They say Brian Lenihan is among them ffheave
irish-2107,7,neu,Brian Cowen,Play brian cowen must have listened to this
irish-2491,8,pos,Gerry Adams,Gerry Adams is a breath of fresh air among the stale political leaders here ge11
irish-1396,9,neu,Fianna Fail,Can anyone tell me the name of the MLA that joined Fianna Fail last year ? I know he exists I'm just having a brain fail day
irish-2215,0,neu,Sinn Fein,Sinn Fein's Mary Lou McDonald says the events of today underline the necessity for the Govt to go ge11
irish-638,1,neg,Fianna Fail,its Time we Irish people have to decide as a whole to remove fianna fail from power and give honest people who can deliver a chance
irish-2002,2,neu,Eamon Gilmore,LIVE : Eamon Gilmore making a statement now on the steps of Leinster House watch now on www.rte.ie/live
irish-1193,3,neu,Fine Gael,thenext50k here it is in PDF on the Fine Gael website therefore I assume it is real
irish-1689,4,neu,Gerry Adams,Gerry Adams to resign - he applies to become paid officer of the Crown
irish-1963,5,neu,Fine Gael,Labour and Fine Gael presses collide ? Both at 5.30 ?
irish-356,6,neg,Fianna Fail,Coveney sounding like a bad version of a Fianna Fail backbencher and that's saying something vinb
irish-1067,7,neu,Gerry Adams,JOCWhite Did you see that Gerry Adams resigned his West Belfast seat ?
irish-1914,8,neu,John Gormley,John Gormley Dan Boyle Eamon Ryan Mary White etc have entered the room for news conference ( cont )
irish-579,9,neg,Fianna Fail,I'm an Irish citizen and I want Cowan and Fianna Fail gone . I believe he has screwed the Irish people to protect his friend in the banks .
irish-1674,0,neu,Gerry Adams,Gerry Adams could be the leader of the new opposition . Food for thought .
irish-470,1,neg,Fine Gael,Fine Gael licking their lips at prospect of power & the trappings it brings . As Pete Townsend said meet the new boss same as the old boss
irish-974,2,neu,Sinn Fein,aoifecarroll are labour resolute on not going into government with Sinn Fein ? Quite a good chance they will do well in GE I reckon anyway
irish-1643,3,neu,Eamon Gilmore,Following a conference call with John Gormley Enda Kenny and Eamon Gilmore have just been seeing high-fiving on the lawn of Leinster Hse
irish-671,4,neg,Fine Gael,Just as everyone is getting geared up for a fight Fine Gael decide they want to sit down and chat . GE11
irish-2399,5,pos,Fine Gael,ke4no Well neither Kenny or Gilmore appeal to me but Fine Gael have the more detailed/realistic policies so they'd probably have my vote
irish-499,6,neg,Gerry Adams,Gerry adams leader of the opposition in post election scenario ! Not good for Ireland
irish-208,7,neg,Sinn Fein,rtefl others to lose out are Sinn Fein Mary Mitchell OConnor ( FG ) and David McWilliams in ge11 in DL . Any contrary views out there .
irish-925,8,neg,Fianna Fail,Who is Fianna Fail fooling ? Please do us all a favour ; pack your bags make that trip to the park as we live with your legacy of failure !
irish-1597,9,neu,Fine Gael,Fine Gael leader in dissidents vow : The Opposition leader told AllianceParty annual conference in Antri UnitedKingdom
irish-985,0,neu,John Gormley,brianmlucey Dick Roche and John Gormley portillo_ge11
