argid,propid,text,ie
01046,01046_5_3,Random tests are ineffective.,"[[""Random tests"", ""are"", ""ineffective""]]"
01046,01046_5_4,"Education is the ultimate deterrent, not random testing.","[[""Education"", ""is"", ""the ultimate deterrent, not""]]"
01046,01046_5_5,Forced drug testing will only encourage further rebellion.,"[[""Forced drug testing"", ""will encourage"", ""further rebellion""]]"
01046,01046_5_6,Drug education clearly does not work.,"[[""Drug education"", ""does not work""]]"
01046,01046_5_8,There are many simple methods of drug testing that are not too invasive.,"[[""many simple methods of drug testing"", ""are not"", ""too invasive""], [""many simple methods of drug testing that are not too invasive"", ""are""]]"
01046,01046_5_9,Random drug tests make the school environment better.,"[[""Random drug tests"", ""make"", ""the school environment better""]]"
01089,01089_2,There should be an outright ban on the smacking or spanking of children.,"[[""an outright ban on the smacking or spanking of children"", ""should be""]]"
01089,01089_2_1,There are more effective disciplinary techniques.,"[[""more effective disciplinary techniques"", ""are""]]"
01089,01089_2_2,Smacking is an effective form of discipline.,"[[""Smacking"", ""is"", ""an effective form of discipline""]]"
01089,01089_2_3,Smacking is an ineffective way of disciplining a child.,"[[""Smacking"", ""is"", ""an ineffective way of disciplining a child""]]"
01089,01089_2_4,Children are too young to understand so smacking is pointless.,"[[""Children"", ""to understand so smacking""]]"
01100,01100_5,Illegal immigrants in the United States should be allowed to obtain drivers licenses.,"[[""Illegal immigrants in the United States"", ""to obtain"", ""drivers licenses""], [""Illegal immigrants in the United States"", ""should be allowed""]]"
01100,01100_5_1,Illegal immigrants in America should be integrated into society,"[[""Illegal immigrants in America"", ""should be integrated"", ""into society""]]"
01100,01100_5_2,It is not feasible to deport millions of illegal immigrants from the United States,[]
01100,01100_5_3,"Illegal immigrants should not be integrated into American society, but rather deported.","[[""Illegal immigrants"", ""deported""], [""Illegal immigrants"", ""should not be integrated"", ""into American society""]]"
01100,01100_5_4,Deporting millions of illegal immigrants from America would result in a humanitarian crisis,"[[""Deporting millions of illegal immigrants from America"", ""would result"", ""in a humanitarian crisis""]]"
01100,01100_5_5,Drivers licenses would have to be offered to ALL illegal immigrants (not just Mexican),"[[""Drivers licenses"", ""to be offered"", ""to ALL illegal immigrants (not just Mexican""]]"
01164,01164_1,Hydroelectric dams should be a part of plans to combat global warming.,"[[""Hydroelectric dams"", ""should be"", ""a part of plans""]]"
01164,01164_1_1,Dams can flood farmland at great economic cost.,"[[""Dams"", ""can flood"", ""farmland""]]"
01164,01164_1_2,Dams provide flood control that helps protect farms.,"[[""flood control"", ""helps protect"", ""farms""], [""flood control"", ""helps"", ""protect farms""], [""Dams"", ""provide"", ""flood control that helps protect farms""]]"
01164,01164_1_3,Dams strip the downstream soil of needed nutrients.,"[[""Dams"", ""strip"", ""the downstream soil of needed nutrients""]]"
01164,01164_1_4,Dams provide irrigation for farm land,"[[""Dams"", ""provide"", ""irrigation for farm land""]]"
01179,01179_22,Abortions of any kind should be permitted.,"[[""Abortions of any kind"", ""should be permitted""]]"
01179,01179_22_1,The Declaration of Independence states we have a right to Life (Liberty and the Pursuit of Happiness).,"[[""we"", ""have"", ""a right to the Pursuit of Happiness""], [""The Declaration of Independence"", ""states"", ""we have a right to the Pursuit of Happiness""], [""we"", ""have"", ""a right to Life""], [""The Declaration of Independence"", ""states"", ""we have a right to Life""]]"
01179,01179_22_2,The right to abort does not depend on its explicit constitutional provision,"[[""The right to abort"", ""does not depend"", ""on its explicit constitutional provision""]]"
01179,01179_22_3,The US Constitution does not explicitly confer a right to abortion,"[[""The US Constitution"", ""does not explicitly confer"", ""a right to abortion""]]"
01179,01179_23,Abortions of any kind should be permitted.,"[[""Abortions of any kind"", ""should be permitted""]]"
01179,01179_23_1,"Unborn life should never depend on whether it is ""wanted""","[[""it"", ""is"", ""wanted""], [""Unborn life"", ""should never depend"", ""on whether it is \""wanted""]]"
01179,01179_23_10,Abortion deprives couples that want to adopt of a potential child.,"[[""couples"", ""want to adopt"", ""of a potential child""], [""couples"", ""want"", ""to adopt of a potential child""], [""Abortion"", ""deprives"", ""couples that want to adopt of a potential child""]]"
01179,01179_23_2,"""Unwanted"" children can be adopted; abortion is unnecessary","[[""Unwanted\"" children"", ""can be adopted""], [""abortion"", ""is"", ""unnecessary""]]"
01179,01179_23_3,It is better to seek abortion than neglect a born child,[]
01179,01179_23_4,Adoption is too risky making it a poor alternative to abortion,"[[""Adoption"", ""is"", ""too risky"", ""making it a poor alternative to abortion""]]"
01179,01179_23_5,Adoption does not spare a women the pains/risks of childbirth.,"[[""Adoption"", ""does not spare"", ""a women""]]"
01179,01179_23_6,Adoption can be as emotionally damaging as abortion.,"[[""Adoption"", ""can be"", ""as emotionally damaging as abortion""]]"
01179,01179_23_7,A woman must bear the pain/risks of birth; the life of the fetus is worth it.,"[[""A woman"", ""must bear"", ""the pain/risks of birth""], [""the life of the fetus"", ""is"", ""worth it""]]"
01179,01179_23_8,"Support can be given to women who can""t support a child","[[""women"", ""can support"", ""a child""], [""Support"", ""can be given"", ""to women""]]"
01179,01179_23_9,Abortion is not a just response to social problems facing the unborn,"[[""social problems"", ""facing"", ""the unborn""], [""Abortion"", ""is not"", ""a just response to social problems""]]"
01196,01196_3,"Govts should mandate that people buy private health insurance, or face penalties.","[[""people"", ""buy"", ""private health insurance, or face penalties""], [""Govts"", ""should mandate"", ""that people buy private health insurance, or face penalties""]]"
01196,01196_3_1,Mandatory health insurance ensures appropriate pooling of risk,"[[""Mandatory health insurance"", ""ensures"", ""appropriate pooling of risk""]]"
01196,01196_3_2,Insurance mandates force citizens to buy special-interest benefits,"[[""citizens"", ""to buy"", ""special-interest benefits""], [""Insurance mandates"", ""force"", ""citizens"", ""to buy special-interest benefits""]]"
01196,01196_3_4,"Mandates include young and healthy, spread risk and costs",[]
01196,01196_3_5,W/o mandates insurers focus on risk instead of costs,"[[""insurers"", ""focus"", ""on costs""], [""insurers"", ""focus"", ""on risk""]]"
01196,01196_3_6,Insurance mandates require costly government subsidies,"[[""Insurance mandates"", ""require"", ""costly government subsidies""]]"
01196,01196_3_7,"Only markets, not mandates, reduce cost of insurance","[[""Only markets, not"", ""reduce"", ""cost of insurance""]]"
01196,01196_7,"Govts should mandate that people buy private health insurance, or face penalties.","[[""people"", ""buy"", ""private health insurance, or face penalties""], [""Govts"", ""should mandate"", ""that people buy private health insurance, or face penalties""]]"
01196,01196_7_1,Insurance mandates should be placed on individuals if anything.,"[[""Insurance mandates"", ""should be placed"", ""on individuals if"", ""anything""]]"
01196,01196_7_2,Employers should be required to offer insurance to employees,"[[""Employers"", ""to offer"", ""insurance"", ""to employees""], [""Employers"", ""should be required"", ""to offer insurance to employees""]]"
01196,01196_7_3,Insurance mandates violate the rights of employers.,"[[""Insurance mandates"", ""violate"", ""the rights of employers""]]"
01218,01218_4,The double jeopardy rule should be abandoned.,"[[""The double jeopardy rule"", ""should be abandoned""]]"
01218,01218_4_1,"When crimes goes unpunished by double jeopardy laws, it undermines our faith in the justice system:","[[""it"", ""undermines"", ""our faith in the justice system"", ""When crimes goes unpunished by double jeopardy laws""], [""crimes"", ""goes"", ""unpunished""]]"
01218,01218_4_2,All the rules and laws that protect the accused at the first trial will be in place at a second.,"[[""laws that protect the accused at the first trial"", ""will be"", ""in place"", ""at a second""], [""laws"", ""protect"", ""the accused"", ""at the first trial""], [""All the rules that protect the accused at the first trial"", ""will be"", ""in place"", ""at a second""], [""All the rules"", ""protect"", ""the accused"", ""at the first trial""]]"
01218,01218_4_3,The judicial system is unlikely to be overwhelmed with retrials.,"[[""The judicial system"", ""to be"", ""overwhelmed with retrials""], [""The judicial system"", ""is"", ""unlikely to be overwhelmed with retrials""]]"
01218,01218_4_4,The rule of law will actually come to mean less if it exists in a perpetual state of potential overturn.,"[[""it"", ""exists"", ""in a perpetual state of potential overturn""], [""The rule of law"", ""to mean"", ""less if it exists in a perpetual state of potential overturn""], [""The rule of law"", ""will come"", ""to mean less""]]"
01218,01218_4_5,The presumption of innocence will be undermined in a retrial:,"[[""The presumption of innocence"", ""will be undermined"", ""in a retrial""]]"
01242,01242_3,The European Union should have its own standing army.,"[[""The European Union"", ""should have"", ""its own standing army""]]"
01242,01242_3_1,A European Defense Force would only approach minor conflicts that are less likely to receive the necessary consensus received by NATO.,"[[""the necessary consensus"", ""received"", ""by NATO""], [""minor conflicts"", ""are"", ""less likely to receive the necessary consensus""], [""A European Defense Force"", ""would approach"", ""minor conflicts that are less likely to receive the necessary consensus""]]"
01242,01242_3_2,It is financially feasible.,"[[""It"", ""is"", ""financially feasible""]]"
01242,01242_3_3,NATO has shown us that a standing multinational defense force is possible.,"[[""a standing multinational defense force"", ""is"", ""possible""], [""NATO"", ""has shown"", ""us"", ""that a standing multinational defense force is possible""]]"
01242,01242_3_4,Political barriers exist.,"[[""Political barriers"", ""exist""]]"
00038,00038_2,The US should create a public insurance option and hybrid public-private health care system.,"[[""The US"", ""should create"", ""a hybrid public - private health care system""], [""The US"", ""should create"", ""a public insurance option""]]"
00038,00038_2_1,Insurance industry has sufficient competition w/o public option,"[[""Insurance industry"", ""has"", ""sufficient competition w/o public option""]]"
00038,00038_2_10,Public insurance is unfair competition for private insurers,"[[""Public insurance"", ""is"", ""unfair competition for private insurers""]]"
00038,00038_2_11,Public and private insurers can learn from each other,"[[""private insurers"", ""can learn"", ""from each other""], [""Public insurers"", ""can learn"", ""from each other""]]"
00038,00038_2_12,Insurers/conservatives oppose public insurance because it works,"[[""it"", ""works""], [""Insurers/conservatives"", ""oppose"", ""public insurance"", ""because it works""]]"
00038,00038_2_13,"Contradictory to argue public option bad, insurers can""t compete","[[""insurers"", ""can compete""]]"
00038,00038_2_14,Public insurance stimulates competition in a non-competitive industry,"[[""Public insurance"", ""stimulates"", ""competition in a non-competitive industry""]]"
00038,00038_2_2,Competition in private insurance can be improved without public plan.,"[[""Competition in private insurance"", ""can be improved""]]"
00038,00038_2_3,"Progress with public plan is more important than ""competition""","[[""Progress with public plan"", ""is"", ""more important than \""competition""]]"
00038,00038_2_4,Government will not favor public insurer over private insurers,"[[""Government"", ""will not favor"", ""public insurer"", ""over private insurers""]]"
