pairid,argid,propid_to,propid_from,text_to,text_from,relation,sa_conf_npvp,sa_cons_npvp
00505_5#00505_5_3,00505,00505_5,00505_5_3,The United States NSAs warrantless wiretapping program was justified.,FISA blocked terrorist intelligence findings pre 9/11:,1,0.013288495687171593,0.00017642781246178288
00505_5#00505_5_4,00505,00505_5,00505_5_4,The United States NSAs warrantless wiretapping program was justified.,"Specter 16 March, 2006 Statement on Introduced Bills:",1,1.2864727930649435e-06,1.2955122623025615e-05
00505_5#00505_5_6,00505,00505_5,00505_5_6,The United States NSAs warrantless wiretapping program was justified.,FISA was amended within the context of the emerging threat of terrorism:,-1,0.011642083437399505,0.0018774036121377478
00505_5#00505_5_7,00505,00505_5,00505_5_7,The United States NSAs warrantless wiretapping program was justified.,Revealing sources and methods:,1,2.0479942991458594e-06,2.9536688846667105e-05
00648_5#00648_5_1,00648,00648_5,00648_5_1,The $700 billion bailout plan for the 2008 US financial crisis is a good idea.,Financial crisis requires and justifies strong executive powers.,1,0.867664799128852,0.400448403215609
00648_5#00648_5_2,00648,00648_5,00648_5_2,The $700 billion bailout plan for the 2008 US financial crisis is a good idea.,Paulson Plan does not allow for enough Congressional oversight,-1,0.5177557298818718,0.0020995599301530097
00648_5#00648_5_3,00648,00648_5,00648_5_3,The $700 billion bailout plan for the 2008 US financial crisis is a good idea.,$700b bailout includes oversight/transparency,1,0.012528215378703621,0.04513831924846037
00648_5#00648_5_4,00648,00648_5,00648_5_4,The $700 billion bailout plan for the 2008 US financial crisis is a good idea.,$700b plan gives unconstitutionally broad power to Treasury,-1,0.9079178984455473,0.08601187512009205
00696_6#00696_6_1,00696,00696_6,00696_6_1,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,Cap-and-trade would cause job loss.,-1,0.9506206191900269,0.0008104188170339306
00696_6#00696_6_10,00696,00696_6,00696_6_10,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,A carbon tax is more predictable and less volatile than a cap-and-trade system.,-1,0.5442883543598307,0.7752823821928826
00696_6#00696_6_11,00696,00696_6,00696_6_11,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,The negative economic effects of a cap-and-trade system would be larger than its environmental benefits:,-1,0.9252757514821723,0.8735504712127573
00696_6#00696_6_12,00696,00696_6,00696_6_12,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,Cap-and-trade is more flexible in the interconnected global economy.,1,0.0010235823121438883,0.9290044356273837
00696_6#00696_6_13,00696,00696_6,00696_6_13,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,The consensus among economists is that a carbon tax is the better approach.,-1,0.005202796076180341,0.9878260436222503
00696_6#00696_6_15,00696,00696_6,00696_6_15,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,A cap-and-trade system is complicated and entails substantial administrative costs.,-1,0.9621956638018572,0.005181381389895046
00696_6#00696_6_2,00696,00696_6,00696_6_2,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,A cap-and-trade system incentivizes reductions in carbon emissions where it can be done most efficiently.,1,0.043108708553552685,0.9693646489575998
00696_6#00696_6_3,00696,00696_6,00696_6_3,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,A carbon tax would be more efficient.,-1,0.005208633188757453,0.9582748770920883
00696_6#00696_6_5,00696,00696_6,00696_6_5,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,A cap-and-trade system would be harder on government budgets.,-1,0.30001704748763497,0.660673305132319
00696_6#00696_6_6,00696,00696_6,00696_6_6,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,A carbon tax would damage an economy.,1,0.9505452961255106,0.007599846052392324
00696_6#00696_6_7,00696,00696_6,00696_6_7,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,An effective cap-and-trade system helps reduce economic costs caused by carbon emissions.,1,0.4281735730741912,0.9823151696070668
00696_6#00696_6_9,00696,00696_6,00696_6_9,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,A carbon tax would not damage an economy.,-1,0.06477830302474191,0.9214099919741755
00767_4#00767_4_1,00767,00767_4,00767_4_1,"Big, liberal government is better than small, conservative government.",Big government diverts money from more productive uses,-1,0.9441728831200017,0.046251976193655786
00767_4#00767_4_2,00767,00767_4,00767_4_2,"Big, liberal government is better than small, conservative government.",Big government invites corporate special interests,-1,0.005542097887311916,0.31067942636015095
00767_4#00767_4_3,00767,00767_4,00767_4_3,"Big, liberal government is better than small, conservative government.",It is a myth that government impedes growth,1,0.9043739221603414,0.024241163779815684
00767_4#00767_4_4,00767,00767_4,00767_4_4,"Big, liberal government is better than small, conservative government.",Government can partner with private sector to foster business,1,0.011243173623522717,0.7836801600470223
00767_4#00767_4_5,00767,00767_4,00767_4_5,"Big, liberal government is better than small, conservative government.",History shows economic gains from govt intervention,1,0.00025202656348543136,0.014725049572274065
00767_4#00767_4_6,00767,00767_4,00767_4_6,"Big, liberal government is better than small, conservative government.",Big government helps stimulate economic growth,1,0.013053303392992835,0.9756692767270099
00767_4#00767_4_7,00767,00767_4,00767_4_7,"Big, liberal government is better than small, conservative government.",Small governments have higher per capita income,-1,0.012789390415319842,0.7779155830576757
00817_3#00817_3_1,00817,00817_3,00817_3_1,Education vouchers are good public policy.,"Vouchers give poor a choice of schools, lower inequality",1,0.006143111242883747,0.9587640340536682
00817_3#00817_3_2,00817,00817_3,00817_3_2,Education vouchers are good public policy.,Voucher combat cultural genocide occurring in public schools.,1,0.01830090468393573,0.7586115507675335
00817_3#00817_3_3,00817,00817_3,00817_3_3,Education vouchers are good public policy.,"Even with vouchers, private schools can still exclude certain groups.",-1,0.8251102959710883,0.020433076400908533
00817_3#00817_3_4,00817,00817_3,00817_3_4,Education vouchers are good public policy.,School vouchers mostly benefit the affluent,-1,0.0013634910763327412,0.9783739466196415
00817_3#00817_3_5,00817,00817_3,00817_3_5,Education vouchers are good public policy.,Vouchers counter social division between public/private schools.,1,0.6333927217956268,0.03035218404767824
00817_3#00817_3_6,00817,00817_3,00817_3_6,Education vouchers are good public policy.,Education vouchers worsen economic and ethnic divisions,-1,0.9811068513429791,0.0007312004748029981
00817_3#00817_3_7,00817,00817_3,00817_3_7,Education vouchers are good public policy.,Voucher funding often goes to those that can afford private schools.,-1,0.04344795994358438,0.633950964586435
00817_3#00817_3_8,00817,00817_3,00817_3_8,Education vouchers are good public policy.,Vouchers worsen gap between private and public schools,-1,0.9740804748721168,0.0008309872689960454
00817_3#00817_3_9,00817,00817_3,00817_3_9,Education vouchers are good public policy.,Education vouchers improve minority academic achievement.,1,0.0004911234844738412,0.9799369278149443
00827_5#00827_5_1,00827,00827_5,00827_5_1,The 2010 US health care reform legislation is a good idea.,2009 bill does not fundamentally reform health care,-1,0.9595865292914043,0.016271133977611006
00827_5#00827_5_10,00827,00827_5,00827_5_10,The 2010 US health care reform legislation is a good idea.,2009 health care reform bill can be improved over time,1,0.0010515002385201157,0.9807498474342186
00827_5#00827_5_2,00827,00827_5,00827_5_2,The 2010 US health care reform legislation is a good idea.,US health care reform is bad bargain for money,-1,0.9781267654787599,0.0009683878335984622
00827_5#00827_5_3,00827,00827_5,00827_5_3,The 2010 US health care reform legislation is a good idea.,2009 US health care reform is historic improvement,1,0.0006243536888054542,0.9802617510708742
00827_5#00827_5_4,00827,00827_5,00827_5_4,The 2010 US health care reform legislation is a good idea.,"Health care bill is too large, complex, convoluted",-1,0.9688957000164454,0.0005522057314222737
00827_5#00827_5_5,00827,00827_5,00827_5_5,The 2010 US health care reform legislation is a good idea.,2009 health bill is much better than nothing,1,0.006153641114922731,0.7702827607580885
00827_5#00827_5_6,00827,00827_5,00827_5_6,The 2010 US health care reform legislation is a good idea.,2009 US health bill would do more harm than good,-1,0.6602405851433837,0.007265547717203733
00827_5#00827_5_7,00827,00827_5,00827_5_7,The 2010 US health care reform legislation is a good idea.,Killing 2009 health bill would delay reform for years,1,0.9543186210807957,0.6671553962016066
00827_5#00827_5_8,00827,00827_5,00827_5_8,The 2010 US health care reform legislation is a good idea.,General statements in favor of health care reform,1,0.00044261170981284005,0.9777814648708515
00827_5#00827_5_9,00827,00827_5,00827_5_9,The 2010 US health care reform legislation is a good idea.,General statements against 2010 US health care reform,-1,0.9745593075317859,0.0016639211788703656
00841_2#00841_2_10,00841,00841_2,00841_2_10,Military tribunals in the US were justified.,1. AUMF - The Congressional Authorization for the Use of Military Force,1,0.001347954259915837,0.007681665157453968
00841_2#00841_2_12,00841,00841_2,00841_2_12,Military tribunals in the US were justified.,2 and 3: President Bush invoked authority based in two provisions of the Code of Military Justice. Section 82118,1,4.066415089732186e-06,4.1658406516171575e-05
00841_2#00841_2_2,00841,00841_2,00841_2_2,Military tribunals in the US were justified.,The AUMF Was Insufficient:,-1,0.05056086539642731,0.00039692797792481555
00841_2#00841_2_4,00841,00841_2,00841_2_4,Military tribunals in the US were justified.,"Marbury v. Madison clearly establishes the Court as the final arbiter of the meaning of the Constitution - it has jurisdiction in all criminal judgements, although Congress, and Congress alone, is Constitutionally permitted to limit the writ of habeus corpus:",-1,0.005156189943686495,0.07721531855309262
00841_2#00841_2_5,00841,00841_2,00841_2_5,Military tribunals in the US were justified.,"COURT AUTHORITY: ""Prohibiting inquiry into tribunal judgments by federal courts is a suspension of the writ of habeas corpus in violation of Article I.""",-1,0.017779600597809052,0.004204486396106164
00841_2#00841_2_6,00841,00841_2,00841_2_6,Military tribunals in the US were justified.,"United States v. Mendoza-Lopez - An example of Court intervention in a matter pertaining to ""criminal sanctions"" in an area where it has historically shown restraint.",-1,0.02952645737004731,0.27771548335194457
00841_2#00841_2_7,00841,00841_2,00841_2_7,Military tribunals in the US were justified.,"(<- counter) Detainee Treatment Act doesn""t deprive Supreme Court of jurisdiction over Hamdan v. Rumsfeld:",-1,0.1714079083118376,0.002032883480353016
00841_2#00841_2_8,00841,00841_2,00841_2_8,Military tribunals in the US were justified.,"Ex Parte Milligan concluded that the power to suspend the writ of Habeus Corbus is the power of Congress, not the Executive:",-1,0.006437691606872777,0.007218143174781846
00841_2#00841_2_9,00841,00841_2,00841_2_9,Military tribunals in the US were justified.,This point is argued in the book Military Tribunals and Presidential Power by Louis Fisher,-1,0.009098739087455327,0.03133073941557956
00842_1#00842_1_1,00842,00842_1,00842_1_1,Communism is a sound political philosophy.,Helping the less wealthy is the intention of communism,1,0.06801102706045366,0.1780752564838777
00842_1#00842_1_2,00842,00842_1,00842_1_2,Communism is a sound political philosophy.,Communism will destroy the economy.,-1,0.9511965260107252,0.0013712056722305066
00842_1#00842_1_3,00842,00842_1,00842_1_3,Communism is a sound political philosophy.,Shared wealth will mean more wealth  for the less wealthy,1,9.32221039305263e-06,0.016652805751089544
00842_1#00842_1_4,00842,00842_1,00842_1_4,Communism is a sound political philosophy.,Communist states often oppress dissent.,-1,0.8287661176856274,0.019961679810663543
00930_3#00930_3_1,00930,00930_3,00930_3_1,A guest worker immigration reform program is a good idea for the United States...,"According toa March, 2006 Time poll of American opinion",1,0.0006204294659897844,0.0006209927650951134
00930_3#00930_3_3,00930,00930_3,00930_3_3,A guest worker immigration reform program is a good idea for the United States...,Voice (and protests) of the Immigrant American working class:,-1,0.15415096281718946,0.01920774315047822
00930_3#00930_3_4,00930,00930_3,00930_3_4,A guest worker immigration reform program is a good idea for the United States...,According to the Federation for American Immigration Reform (FAIR) 02/06,-1,0.004823654490691516,0.7577190471711555
00930_3#00930_3_5,00930,00930_3,00930_3_5,A guest worker immigration reform program is a good idea for the United States...,"NBC/Wall St. Journal poll (March 10-13, 2006)",-1,6.294799844005942e-05,0.00036057999528335034
