argid,propid,text,ie
00696,00696_6_11,The negative economic effects of a cap-and-trade system would be larger than its environmental benefits:,"[[""The negative economic effects of a cap - trade system"", ""would be"", ""larger than its environmental benefits""], [""The negative economic effects of a cap - system"", ""would be"", ""larger than its environmental benefits""]]"
00696,00696_6_12,Cap-and-trade is more flexible in the interconnected global economy.,"[[""- trade"", ""is"", ""more flexible in the interconnected global economy""], [""Cap"", ""is"", ""more flexible in the interconnected global economy""]]"
00696,00696_6_13,The consensus among economists is that a carbon tax is the better approach.,"[[""a carbon tax"", ""is"", ""the better approach""], [""The consensus among economists"", ""is"", ""that a carbon tax is the better approach""]]"
00696,00696_6_15,A cap-and-trade system is complicated and entails substantial administrative costs.,"[[""A - trade system"", ""entails"", ""substantial administrative costs""], [""A cap - system"", ""entails"", ""substantial administrative costs""], [""A - trade system"", ""is"", ""complicated""], [""A cap - system"", ""is"", ""complicated""]]"
00696,00696_6_2,A cap-and-trade system incentivizes reductions in carbon emissions where it can be done most efficiently.,"[[""A - trade system"", ""incentivizes"", ""reductions in carbon emissions where it can be done most efficiently""], [""it"", ""can be done most efficiently"", ""reductions in carbon emissions""], [""A cap - system"", ""incentivizes"", ""reductions in carbon emissions where it can be done most efficiently""]]"
00696,00696_6_3,A carbon tax would be more efficient.,"[[""A carbon tax"", ""would be"", ""more efficient""]]"
00696,00696_6_5,A cap-and-trade system would be harder on government budgets.,"[[""A - trade system"", ""would be"", ""harder""], [""A cap - system"", ""would be"", ""harder""]]"
00696,00696_6_6,A carbon tax would damage an economy.,"[[""A carbon tax"", ""would damage"", ""an economy""]]"
00696,00696_6_7,An effective cap-and-trade system helps reduce economic costs caused by carbon emissions.,"[[""An effective - trade system"", ""helps reduce"", ""economic costs caused by carbon emissions""], [""An effective - trade system"", ""helps"", ""reduce economic costs""], [""An effective cap - system"", ""helps reduce"", ""economic costs caused by carbon emissions""], [""An effective cap - system"", ""helps"", ""reduce economic costs""], [""economic costs"", ""caused"", ""by carbon emissions""]]"
00696,00696_6_9,A carbon tax would not damage an economy.,"[[""A carbon tax"", ""would not damage"", ""an economy""]]"
00767,00767_4,"Big, liberal government is better than small, conservative government.","[[""Big , liberal government"", ""is better than"", ""small , conservative government""], [""Big, liberal government"", ""is"", ""better than small, conservative government""]]"
00767,00767_4_1,Big government diverts money from more productive uses,[]
00767,00767_4_2,Big government invites corporate special interests,"[[""Big government"", ""invites"", ""corporate special interests""]]"
00767,00767_4_3,It is a myth that government impedes growth,"[[""government"", ""impedes"", ""growth""], [""It"", ""is"", ""a myth that government impedes growth""]]"
00767,00767_4_4,Government can partner with private sector to foster business,"[[""Government"", ""can partner with private sector to foster"", ""business""], [""Government"", ""can partner"", ""with private sector""]]"
00767,00767_4_5,History shows economic gains from govt intervention,"[[""History"", ""shows"", ""economic gains from govt intervention""]]"
00767,00767_4_6,Big government helps stimulate economic growth,"[[""Big government"", ""helps stimulate"", ""economic growth""], [""Big government"", ""helps"", ""stimulate economic growth""]]"
00767,00767_4_7,Small governments have higher per capita income,"[[""Small governments"", ""have higher"", ""income""]]"
00817,00817_3,Education vouchers are good public policy.,"[[""Education vouchers"", ""are"", ""good public policy""]]"
00817,00817_3_1,"Vouchers give poor a choice of schools, lower inequality","[[""Vouchers"", ""give"", ""poor"", ""a choice of schools""]]"
00817,00817_3_2,Voucher combat cultural genocide occurring in public schools.,"[[""Voucher combat cultural genocide"", ""occurring"", ""in public schools""]]"
00817,00817_3_3,"Even with vouchers, private schools can still exclude certain groups.","[[""private schools"", ""can exclude"", ""certain groups"", ""still""]]"
00817,00817_3_4,School vouchers mostly benefit the affluent,"[[""School vouchers"", ""benefit"", ""the affluent""]]"
00817,00817_3_5,Vouchers counter social division between public/private schools.,"[[""Vouchers"", ""counter"", ""social division between public/private schools""]]"
00817,00817_3_6,Education vouchers worsen economic and ethnic divisions,"[[""Education vouchers"", ""worsen"", ""ethnic divisions""], [""Education vouchers"", ""worsen"", ""economic divisions""]]"
00817,00817_3_7,Voucher funding often goes to those that can afford private schools.,"[[""those"", ""can afford"", ""private schools""], [""Voucher funding"", ""goes"", ""to those"", ""often""]]"
00817,00817_3_8,Vouchers worsen gap between private and public schools,"[[""Vouchers"", ""worsen"", ""gap between private and public schools""]]"
00817,00817_3_9,Education vouchers improve minority academic achievement.,"[[""Education vouchers"", ""improve"", ""minority academic achievement""]]"
00827,00827_5,The 2010 US health care reform legislation is a good idea.,"[[""The 2010 US health care reform legislation"", ""is"", ""a good idea""]]"
00827,00827_5_1,2009 bill does not fundamentally reform health care,[]
00827,00827_5_10,2009 health care reform bill can be improved over time,"[[""2009 health care reform bill"", ""can be improved"", ""over time""]]"
00827,00827_5_2,US health care reform is bad bargain for money,"[[""US health care reform"", ""is"", ""bad bargain""]]"
00827,00827_5_3,2009 US health care reform is historic improvement,"[[""2009 US health care reform"", ""is"", ""historic improvement""]]"
00827,00827_5_4,"Health care bill is too large, complex, convoluted","[[""Health care bill"", ""is"", ""too large, complex, convoluted""]]"
00827,00827_5_5,2009 health bill is much better than nothing,"[[""2009 health bill"", ""is"", ""much better than nothing""]]"
00827,00827_5_6,2009 US health bill would do more harm than good,"[[""2009 US health bill"", ""would do"", ""more harm than good""]]"
00827,00827_5_7,Killing 2009 health bill would delay reform for years,"[[""Killing 2009 health bill"", ""would delay"", ""reform"", ""for years""]]"
00827,00827_5_8,General statements in favor of health care reform,[]
00827,00827_5_9,General statements against 2010 US health care reform,[]
00841,00841_2,Military tribunals in the US were justified.,"[[""Military tribunals in the US"", ""were justified""]]"
00841,00841_2_10,1. AUMF - The Congressional Authorization for the Use of Military Force,[]
00841,00841_2_12,2 and 3: President Bush invoked authority based in two provisions of the Code of Military Justice. Section 82118,"[[""3 : president bush"", ""invoked"", ""authority""], [""2 : president bush"", ""invoked"", ""authority""], [""President Bush"", ""invoked"", ""authority"", ""based in two provisions of the Code of Military Justice""]]"
00841,00841_2_2,The AUMF Was Insufficient:,"[[""The AUMF"", ""Was"", ""Insufficient""]]"
00841,00841_2_4,"Marbury v. Madison clearly establishes the Court as the final arbiter of the meaning of the Constitution - it has jurisdiction in all criminal judgements, although Congress, and Congress alone, is Constitutionally permitted to limit the writ of habeus corpus:","[[""Madison"", ""clearly establishes"", ""the Court"", ""as the final arbiter of the meaning of the Constitution - it has jurisdiction in all criminal judgements , although Congress alone , is Constitutionally permitted to limit the writ of habeus corpus""], [""Madison"", ""clearly establishes"", ""the Court"", ""as the final arbiter of the meaning of the Constitution - it has jurisdiction in all criminal judgements , although Congress , is Constitutionally permitted to limit the writ of habeus corpus""], [""Congress alone"", ""to limit"", ""the writ of habeus""], [""Marbury"", ""clearly establishes"", ""the Court"", ""as the final arbiter of the meaning of the Constitution - it has jurisdiction in all criminal judgements , although Congress alone , is Constitutionally permitted to limit the writ of habeus corpus""], [""Congress"", ""to limit"", ""the writ of habeus""], [""the Constitution - it"", ""has"", ""jurisdiction in all criminal judgements""], [""Marbury"", ""clearly establishes"", ""the Court"", ""as the final arbiter of the meaning of the Constitution - it has jurisdiction in all criminal judgements , although Congress , is Constitutionally permitted to limit the writ of habeus corpus""]]"
00841,00841_2_5,"COURT AUTHORITY: ""Prohibiting inquiry into tribunal judgments by federal courts is a suspension of the writ of habeas corpus in violation of Article I.""","[[""Prohibiting inquiry into tribunal judgments by federal courts"", ""is"", ""a suspension of the writ of habeas corpus in violation of Article""]]"
00841,00841_2_6,"United States v. Mendoza-Lopez - An example of Court intervention in a matter pertaining to ""criminal sanctions"" in an area where it has historically shown restraint.","[[""it"", ""has historically shown"", ""restraint"", ""an area""]]"
00841,00841_2_7,"(<- counter) Detainee Treatment Act doesn""t deprive Supreme Court of jurisdiction over Hamdan v. Rumsfeld:","[[""Detainee Treatment Act doesn \"" t"", ""deprive"", ""Supreme Court of jurisdiction over Rumsfeld""], [""Detainee Treatment Act doesn \"" t"", ""deprive"", ""Supreme Court of jurisdiction over Hamdan""]]"
00841,00841_2_8,"Ex Parte Milligan concluded that the power to suspend the writ of Habeus Corbus is the power of Congress, not the Executive:","[[""Habeus Corbus"", ""is the power of"", ""Congress""], [""Congress"", ""[is]"", ""the Executive""], [""the power to suspend the writ of Habeus Corbus"", ""is"", ""the power of Congress, not""], [""Ex Parte Milligan"", ""concluded"", ""that the power to suspend the writ of Habeus Corbus is the power of Congress, not""]]"
00841,00841_2_9,This point is argued in the book Military Tribunals and Presidential Power by Louis Fisher,"[[""This point"", ""is argued"", ""in the book"", ""by Louis Fisher""]]"
00842,00842_1,Communism is a sound political philosophy.,"[[""Communism"", ""is"", ""a sound political philosophy""]]"
00842,00842_1_1,Helping the less wealthy is the intention of communism,"[[""Helping the less wealthy"", ""is"", ""the intention of communism""]]"
00842,00842_1_2,Communism will destroy the economy.,"[[""Communism"", ""will destroy"", ""the economy""]]"
00842,00842_1_3,Shared wealth will mean more wealth  for the less wealthy,"[[""Shared wealth"", ""will mean"", ""more wealth"", ""for the less wealthy""]]"
00842,00842_1_4,Communist states often oppress dissent.,"[[""Communist states"", ""oppress"", ""dissent"", ""often""]]"
00930,00930_3,A guest worker immigration reform program is a good idea for the United States...,"[[""A guest worker immigration reform program"", ""is"", ""a good idea for the United States""]]"
00930,00930_3_1,"According toa March, 2006 Time poll of American opinion",[]
00930,00930_3_3,Voice (and protests) of the Immigrant American working class:,[]
00930,00930_3_4,According to the Federation for American Immigration Reform (FAIR) 02/06,[]
00930,00930_3_5,"NBC/Wall St. Journal poll (March 10-13, 2006)",[]
00981,00981_4,A two-party system is preferable to a multi-party system.,"[[""A two-party system"", ""is"", ""preferable to a multi-party system""]]"
00981,00981_4_1,"""Left""/""right"" ideologies of two-party systems are no longer clear cut.","[[""Left"", ""are"", ""no longer"", ""clear cut""]]"
00981,00981_4_2,Two-party systems establish precedents that exclude third parties.,"[[""precedents"", ""exclude"", ""third parties""], [""Two-party systems"", ""establish"", ""precedents that exclude third parties""]]"
00981,00981_4_3,Two-party system emerge as representations of public will.,"[[""Two-party system"", ""emerge"", ""as representations of public will""]]"
00981,00981_4_4,Two-party systems create false dichotomies.,"[[""Two-party systems"", ""create"", ""false dichotomies""]]"
00982,00982_4,Mission to the Moon is preferred to Mars.,"[[""Mission to the Moon"", ""is preferred"", ""to Mars""]]"
00982,00982_4_1,Launching exploration to Mars best honors Apollo mission.,[]
00982,00982_4_2,"Many Apollo astronauts advocate going to Mars, not Moon","[[""Many Apollo astronauts"", ""advocate"", ""going to Mars""]]"
00982,00982_4_3,General statements favoring a mission to Mars over the Moon,"[[""General statements"", ""favoring"", ""a mission to Mars over the Moon""]]"
