pairid,argid,propid_to,propid_from,text_to,text_from,relation,abduct_3_cause,abduct_3_obstruct,abduct_3_else
00915_2#00915_2_2,00915,00915_2,00915_2_2,The United States NSAs warrantless wiretapping program was justified.,The 2004 Hamdi ruling does not support the case that the AUMF gave the President the right to engage in the NSA wiretapping program:,-1,7.301304140128195e-05,4.294287282391451e-05,0.9998840093612671
00930_10#00930_10_3,00930,00930_10,00930_10_3,A guest worker immigration reform program is a good idea for the United States...,"Philip Martin of UC Davis and Michael Teitelbaum, The Mirage of Mexican Guest Workers, Nov/Dec 2001 Foreign Affairs.",-1,0.000138513496494852,7.549882866442204e-05,0.9997860789299011
00930_7#00930_7_17,00930,00930_7,00930_7_17,A guest worker immigration reform program is a good idea for the United States...,"Philip Martin of UC Davis and Michael Teitelbaum, The Mirage of Mexican Guest Workers, Nov/Dec 2001 Foreign Affairs.",-1,0.000138513496494852,7.549882866442204e-05,0.9997860789299011
00930_4#00930_4_19,00930,00930_4,00930_4_19,A guest worker immigration reform program is a good idea for the United States...,"Philip Martin of UC Davis and Michael Teitelbaum, The Mirage of Mexican Guest Workers, Nov/Dec 2001 Foreign Affairs.",-1,0.000138513496494852,7.549882866442204e-05,0.9997860789299011
00930_4#00930_4_24,00930,00930_4,00930_4_24,A guest worker immigration reform program is a good idea for the United States...,"Philip Martin of UC Davis and Michael Teitelbaum, The Mirage of Mexican Guest Workers, Nov/Dec 2001 Foreign Affairs.",-1,0.000138513496494852,7.549882866442204e-05,0.9997860789299011
00397_1#00397_1_1,00397,00397_1,00397_1_1,This House believes that Facebook does more harm than good.,"Many Facebook users don""t understand the privacy implications of allowing news feeds (Therefore, News Feed should be an opt-in rather than an opt-out function)",1,7.188912422861904e-05,6.765218859072775e-05,0.999860405921936
01211_3#01211_3_21,01211,01211_3,01211_3_21,Web 2.0 citizen journalism is having a positive effect worldwide.,"The new models ""long tail"" allows for everything to be presented and then for a more accurate determination of what is ""actually popular"" to be made:",-1,0.0001982378598768264,4.692289439844899e-05,0.9997548460960388
00930_6#00930_6_10,00930,00930_6,00930_6_10,A guest worker immigration reform program is a good idea for the United States...,"Philip Martin of UC Davis and Michael Teitelbaum, The Mirage of Mexican Guest Workers, Nov/Dec 2001 Foreign Affairs.",-1,0.000138513496494852,7.549882866442204e-05,0.9997860789299011
00527_1#00527_1_10,00527,00527_1,00527_1_10,Pluto is a Planet. It was not properly classified as a dwarf-planet in 2006.,"A ""planet"" needs to dominate its locality, and that this was the primary justification for the IAUs demotion of Pluto:",-1,0.05032350867986679,0.000217811917536892,0.949458658695221
00505_2#00505_2_4,00505,00505_2,00505_2_4,The United States NSAs warrantless wiretapping program was justified.,The 2004 Hamdi ruling does not support the case that the AUMF gave the President the right to engage in the NSA wiretapping program:,-1,7.301304140128195e-05,4.294287282391451e-05,0.9998840093612671
01270_2#01270_2_7,01270,01270_2,01270_2_7,The United States NSAs warrantless wiretapping program was justified.,The 2004 Hamdi ruling does not support the case that the AUMF gave the President the right to engage in the NSA wiretapping program:,-1,7.301304140128195e-05,4.294287282391451e-05,0.9998840093612671
00979_2#00979_2_5,00979,00979_2,00979_2_5,Evolution is fact rather than fiction.,"We""re not saying that species never go through any changes whatsoever (microevolution), we""re only arguing that it is impossible for really drastic changes to happen.",-1,8.436081407126039e-05,0.00012851165956817567,0.9997871518135071
00691_1#00691_1_5,00691,00691_1,00691_1_5,A 700 mile fence on the US-Mexico border is justified.,The Mexican Army has entered the US over 200 times without authorization.  Foreign policy could only be helped if these were to stop[11][12],1,4.964754043612629e-05,8.586739568272606e-05,0.9998644590377808
00696_5#00696_5_5,00696,00696_5,00696_5_5,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,"A cap-and-trade system is certain to reduce emissions, which is important in context of the global warming crisis:",1,0.0004224105505272746,5.8764500863617286e-05,0.999518871307373
00696_5#00696_5_9,00696,00696_5,00696_5_9,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,A cap-and-trade system is vulnerable to companies tricking the system by polluting heavily before the system begins:,-1,0.0003161879430990666,0.00034558260813355446,0.9993382096290588
00791_2#00791_2_15,00791,00791_2,00791_2_15,Atheism is a sound (un)religious philosophy in the modern world.,"When atheists criticise religions for the largely negative impact atheism has had on society, they are overlooking their own negative impact.",-1,0.00037442563916556537,3.856486000586301e-05,0.9995869994163513
00930_8#00930_8_4,00930,00930_8,00930_8_4,A guest worker immigration reform program is a good idea for the United States...,"A Guest Worker program ""would free up enforcement and border-control resources to focus on protecting the American homeland from terrorist attack.""",1,3.619420749600977e-05,3.383743023732677e-05,0.9999299049377441
00930_9#00930_9_5,00930,00930_9,00930_9_5,A guest worker immigration reform program is a good idea for the United States...,"Rep. Jim Kolbe, Sen. John McCain, Rep. Jeff Flake introduced a guest-worker bill in 2003.",1,8.627642091596499e-05,1.6807154679554515e-05,0.9998968839645386
00461_2#00461_2_5,00461,00461_2,00461_2_5,Evolution is fact rather than fiction.,"We""re not saying that species never go through any changes whatsoever (microevolution), we""re only arguing that it is impossible for really drastic changes to happen.",-1,8.436081407126039e-05,0.00012851165956817567,0.9997871518135071
01185_2#01185_2_10,01185,01185_2,01185_2_10,Atheism is a sound (un)religious philosophy in the modern world.,"When atheists criticise religions for the largely negative impact atheism has had on society, they are overlooking their own negative impact.",-1,0.00037442563916556537,3.856486000586301e-05,0.9995869994163513
00527_1#00527_1_3,00527,00527_1,00527_1_3,Pluto is a Planet. It was not properly classified as a dwarf-planet in 2006.,The new definition of a planet adopted by the IAU was needed and that it is much more scientific than anything before it:,-1,0.5480051040649414,0.00016886793309822679,0.4518260955810547
00696_6#00696_6_2,00696,00696_6,00696_6_2,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,A cap-and-trade system incentivizes reductions in carbon emissions where it can be done most efficiently.,1,0.004201643168926239,0.00022687802265863866,0.9955714344978333
01278_4#01278_4_7,01278,01278_4,01278_4_7,We would be more secure if military expenditures were replaced with better management of our planets resources.,Food insecurty is a main reason for popular uprisings taking place in a number of countries in early 2011.,1,0.0019615257624536753,0.00010485696839168668,0.9979336261749268
00626_3#00626_3_2,00626,00626_3,00626_3_2,Developed countries do owe a debt to developing world over climate change.,"The developed countries have contributed about 70% of the emissions responsible for climate change, yet the developing world is feeling about three quarters of the effects.",1,0.00014603366435039788,2.8288166504353285e-05,0.9998257756233215
00537_8#00537_8_2,00537,00537_8,00537_8_2,The Second Amendment does confer an individual right to bear arms.,"If the concern was to have a militia for national security or to combat tyranny, the collective meaning of ""keep"" would make sense.",-1,8.508475730195642e-05,2.858982225006912e-05,0.9998862743377686
00915_4#00915_4_1,00915,00915_4,00915_4_1,The United States NSAs warrantless wiretapping program was justified.,"The Supreme Court has long held that the Fourth Amendment allows warrantless searches where special needs, beyond the normal need for law enforcement"" exist",1,5.1988947234349325e-05,7.328736683120951e-05,0.9998747110366821
00841_2#00841_2_6,00841,00841_2,00841_2_6,Military tribunals in the US were justified.,"United States v. Mendoza-Lopez - An example of Court intervention in a matter pertaining to ""criminal sanctions"" in an area where it has historically shown restraint.",-1,5.9607504226733e-05,7.510085561079904e-05,0.9998652935028076
00578_10#00578_10_11,00578,00578_10,00578_10_11,Global warming is chiefly caused by humans not by natural phenomenon.,"The mid-Holecene warming 6,000 years ago was part of astronomical forcings that can""t explain the extent of todays warming.",1,5.424682603916153e-05,3.339867544127628e-05,0.9999123811721802
00696_5#00696_5_16,00696,00696_5,00696_5_16,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,"A carbon tax obligates participation, whereas participating in a cap-and-trade system is largely optional:",-1,0.00012924954353366047,0.00015843250730540603,0.9997122883796692
00791_2#00791_2_14,00791,00791_2,00791_2_14,Atheism is a sound (un)religious philosophy in the modern world.,"Atheists criticise religious people for evangelising and ""attempting to convert people"", however, they do the same.",-1,0.0005859671509824693,0.00011225928756175563,0.9993017911911011
00930_1#00930_1_11,00930,00930_1,00930_1_11,A guest worker immigration reform program is a good idea for the United States...,"""The [guest worker] bill gives these temporary workers some preferential rights that American citizen workers do not have.""",-1,4.626202644431032e-05,1.4080060282140039e-05,0.9999396800994873
00930_1#00930_1_8,00930,00930_1,00930_1_8,A guest worker immigration reform program is a good idea for the United States...,"Asa Hutchinson, Undersectretary for Border and Transportation Security in a 2004 Senate hearing on Bushs guest worker proposal",1,0.00021548918448388577,2.4316561393789016e-05,0.9997602105140686
