pairid,argid,propid_to,propid_from,text_to,text_from,relation,ie_conf_any
00696_6#00696_6_7,00696,00696_6,00696_6_7,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,An effective cap-and-trade system helps reduce economic costs caused by carbon emissions.,1,2.748591851935462e-05
00696_6#00696_6_9,00696,00696_6,00696_6_9,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,A carbon tax would not damage an economy.,-1,3.1918859177419864e-06
00767_4#00767_4_1,00767,00767_4,00767_4_1,"Big, liberal government is better than small, conservative government.",Big government diverts money from more productive uses,-1,0.0
00767_4#00767_4_2,00767,00767_4,00767_4_2,"Big, liberal government is better than small, conservative government.",Big government invites corporate special interests,-1,0.00010493111663759393
00767_4#00767_4_3,00767,00767_4,00767_4_3,"Big, liberal government is better than small, conservative government.",It is a myth that government impedes growth,1,0.09143520521424478
00767_4#00767_4_4,00767,00767_4,00767_4_4,"Big, liberal government is better than small, conservative government.",Government can partner with private sector to foster business,1,0.010984056614251584
00767_4#00767_4_5,00767,00767_4,00767_4_5,"Big, liberal government is better than small, conservative government.",History shows economic gains from govt intervention,1,3.6245664171100845e-08
00767_4#00767_4_6,00767,00767_4,00767_4_6,"Big, liberal government is better than small, conservative government.",Big government helps stimulate economic growth,1,0.015314923933012873
00767_4#00767_4_7,00767,00767_4,00767_4_7,"Big, liberal government is better than small, conservative government.",Small governments have higher per capita income,-1,0.005243504517649798
00817_3#00817_3_1,00817,00817_3,00817_3_1,Education vouchers are good public policy.,"Vouchers give poor a choice of schools, lower inequality",1,0.0
00817_3#00817_3_2,00817,00817_3,00817_3_2,Education vouchers are good public policy.,Voucher combat cultural genocide occurring in public schools.,1,6.135198404315262e-08
00817_3#00817_3_3,00817,00817_3,00817_3_3,Education vouchers are good public policy.,"Even with vouchers, private schools can still exclude certain groups.",-1,0.0
00817_3#00817_3_4,00817,00817_3,00817_3_4,Education vouchers are good public policy.,School vouchers mostly benefit the affluent,-1,0.009123125099962036
00817_3#00817_3_5,00817,00817_3,00817_3_5,Education vouchers are good public policy.,Vouchers counter social division between public/private schools.,1,0.2448140675930998
00817_3#00817_3_6,00817,00817_3,00817_3_6,Education vouchers are good public policy.,Education vouchers worsen economic and ethnic divisions,-1,9.673844810536864e-05
00817_3#00817_3_7,00817,00817_3,00817_3_7,Education vouchers are good public policy.,Voucher funding often goes to those that can afford private schools.,-1,2.4272194961622253e-05
00817_3#00817_3_8,00817,00817_3,00817_3_8,Education vouchers are good public policy.,Vouchers worsen gap between private and public schools,-1,0.00039050329198182945
00817_3#00817_3_9,00817,00817_3,00817_3_9,Education vouchers are good public policy.,Education vouchers improve minority academic achievement.,1,0.0004603904310018996
00827_5#00827_5_1,00827,00827_5,00827_5_1,The 2010 US health care reform legislation is a good idea.,2009 bill does not fundamentally reform health care,-1,0.0
00827_5#00827_5_10,00827,00827_5,00827_5_10,The 2010 US health care reform legislation is a good idea.,2009 health care reform bill can be improved over time,1,7.039267594080889e-08
00827_5#00827_5_2,00827,00827_5,00827_5_2,The 2010 US health care reform legislation is a good idea.,US health care reform is bad bargain for money,-1,0.7079803924888998
00827_5#00827_5_3,00827,00827_5,00827_5_3,The 2010 US health care reform legislation is a good idea.,2009 US health care reform is historic improvement,1,8.610030008558731e-05
00827_5#00827_5_4,00827,00827_5,00827_5_4,The 2010 US health care reform legislation is a good idea.,"Health care bill is too large, complex, convoluted",-1,0.2534425733225554
00827_5#00827_5_5,00827,00827_5,00827_5_5,The 2010 US health care reform legislation is a good idea.,2009 health bill is much better than nothing,1,0.05273510888670014
00827_5#00827_5_6,00827,00827_5,00827_5_6,The 2010 US health care reform legislation is a good idea.,2009 US health bill would do more harm than good,-1,0.0021864974145160048
00827_5#00827_5_7,00827,00827_5,00827_5_7,The 2010 US health care reform legislation is a good idea.,Killing 2009 health bill would delay reform for years,1,0.0
00827_5#00827_5_8,00827,00827_5,00827_5_8,The 2010 US health care reform legislation is a good idea.,General statements in favor of health care reform,1,0.0
00827_5#00827_5_9,00827,00827_5,00827_5_9,The 2010 US health care reform legislation is a good idea.,General statements against 2010 US health care reform,-1,0.0
00841_2#00841_2_10,00841,00841_2,00841_2_10,Military tribunals in the US were justified.,1. AUMF - The Congressional Authorization for the Use of Military Force,1,0.0
00841_2#00841_2_12,00841,00841_2,00841_2_12,Military tribunals in the US were justified.,2 and 3: President Bush invoked authority based in two provisions of the Code of Military Justice. Section 82118,1,0.0
00841_2#00841_2_2,00841,00841_2,00841_2_2,Military tribunals in the US were justified.,The AUMF Was Insufficient:,-1,0.0
00841_2#00841_2_4,00841,00841_2,00841_2_4,Military tribunals in the US were justified.,"Marbury v. Madison clearly establishes the Court as the final arbiter of the meaning of the Constitution - it has jurisdiction in all criminal judgements, although Congress, and Congress alone, is Constitutionally permitted to limit the writ of habeus corpus:",-1,0.0
00841_2#00841_2_5,00841,00841_2,00841_2_5,Military tribunals in the US were justified.,"COURT AUTHORITY: ""Prohibiting inquiry into tribunal judgments by federal courts is a suspension of the writ of habeas corpus in violation of Article I.""",-1,0.0
00841_2#00841_2_6,00841,00841_2,00841_2_6,Military tribunals in the US were justified.,"United States v. Mendoza-Lopez - An example of Court intervention in a matter pertaining to ""criminal sanctions"" in an area where it has historically shown restraint.",-1,0.0
00841_2#00841_2_7,00841,00841_2,00841_2_7,Military tribunals in the US were justified.,"(<- counter) Detainee Treatment Act doesn""t deprive Supreme Court of jurisdiction over Hamdan v. Rumsfeld:",-1,0.0
00841_2#00841_2_8,00841,00841_2,00841_2_8,Military tribunals in the US were justified.,"Ex Parte Milligan concluded that the power to suspend the writ of Habeus Corbus is the power of Congress, not the Executive:",-1,0.0
00841_2#00841_2_9,00841,00841_2,00841_2_9,Military tribunals in the US were justified.,This point is argued in the book Military Tribunals and Presidential Power by Louis Fisher,-1,0.0
00842_1#00842_1_1,00842,00842_1,00842_1_1,Communism is a sound political philosophy.,Helping the less wealthy is the intention of communism,1,9.791771240287193e-05
00842_1#00842_1_2,00842,00842_1,00842_1_2,Communism is a sound political philosophy.,Communism will destroy the economy.,-1,0.0006819381894382636
00842_1#00842_1_3,00842,00842_1,00842_1_3,Communism is a sound political philosophy.,Shared wealth will mean more wealth  for the less wealthy,1,0.0
00842_1#00842_1_4,00842,00842_1,00842_1_4,Communism is a sound political philosophy.,Communist states often oppress dissent.,-1,0.0
00930_3#00930_3_1,00930,00930_3,00930_3_1,A guest worker immigration reform program is a good idea for the United States...,"According toa March, 2006 Time poll of American opinion",1,0.0
00930_3#00930_3_3,00930,00930_3,00930_3_3,A guest worker immigration reform program is a good idea for the United States...,Voice (and protests) of the Immigrant American working class:,-1,0.0
00930_3#00930_3_4,00930,00930_3,00930_3_4,A guest worker immigration reform program is a good idea for the United States...,According to the Federation for American Immigration Reform (FAIR) 02/06,-1,0.0
00930_3#00930_3_5,00930,00930_3,00930_3_5,A guest worker immigration reform program is a good idea for the United States...,"NBC/Wall St. Journal poll (March 10-13, 2006)",-1,0.0
00981_4#00981_4_1,00981,00981_4,00981_4_1,A two-party system is preferable to a multi-party system.,"""Left""/""right"" ideologies of two-party systems are no longer clear cut.",-1,0.0
00981_4#00981_4_2,00981,00981_4,00981_4_2,A two-party system is preferable to a multi-party system.,Two-party systems establish precedents that exclude third parties.,-1,0.0005684427961165754
00981_4#00981_4_3,00981,00981_4,00981_4_3,A two-party system is preferable to a multi-party system.,Two-party system emerge as representations of public will.,1,0.00012180458724879916
00981_4#00981_4_4,00981,00981_4,00981_4_4,A two-party system is preferable to a multi-party system.,Two-party systems create false dichotomies.,-1,0.0003909067483313556
00982_4#00982_4_1,00982,00982_4,00982_4_1,Mission to the Moon is preferred to Mars.,Launching exploration to Mars best honors Apollo mission.,-1,0.0
00982_4#00982_4_2,00982,00982_4,00982_4_2,Mission to the Moon is preferred to Mars.,"Many Apollo astronauts advocate going to Mars, not Moon",-1,8.424524344114125e-05
00982_4#00982_4_3,00982,00982_4,00982_4_3,Mission to the Moon is preferred to Mars.,General statements favoring a mission to Mars over the Moon,-1,5.836439764357585e-06
01296_4#01296_4_1,01296,01296_4,01296_4_1,This House believes that TV viewing is harmful to children..,News.,1,0.0
01296_4#01296_4_2,01296,01296_4,01296_4_2,This House believes that TV viewing is harmful to children..,Television is mostly directed to films and shows that have commercial purposes but little cultural value:,-1,0.003865504137782679
01296_4#01296_4_3,01296,01296_4,01296_4_3,This House believes that TV viewing is harmful to children..,Educational TV shows.,1,0.0
01296_4#01296_4_4,01296,01296_4,01296_4_4,This House believes that TV viewing is harmful to children..,Children prefer passive TV-watching.,-1,1.578681917206388e-06
00084_2#00084_2_1,00084,00084_2,00084_2_1,The US policy of No Growth Budgets in the United Nations is justified.,"Inflation pressures reduce the real ""purchasing power"" of a no-growth budget:",1,0.0
00084_2#00084_2_2,00084,00084_2,00084_2_2,The US policy of No Growth Budgets in the United Nations is justified.,A no-growth budget for the UN lacks flexibility:,1,0.0
00084_2#00084_2_3,00084,00084_2,00084_2_3,The US policy of No Growth Budgets in the United Nations is justified.,Too much US flexibility encourages budgetary abuse by other nations in the UN:,-1,0.0
00113_6#00113_6_1,00113,00113_6,00113_6_1,Natural gas is a good energy source for the 21st century.,Odorless natural gas presents greater risk of ingestion.,-1,6.049071701703287e-07
00113_6#00113_6_2,00113,00113_6,00113_6_2,Natural gas is a good energy source for the 21st century.,Odors added to natural gas to enable human detection,1,6.095027758921488e-09
00113_6#00113_6_3,00113,00113_6,00113_6_3,Natural gas is a good energy source for the 21st century.,Natural gas can be harmful and even poisonous to ingest,-1,0.15061422679552358
00113_6#00113_6_4,00113,00113_6,00113_6_4,Natural gas is a good energy source for the 21st century.,Natural gas is non-toxic.,1,0.151326462984742
00113_6#00113_6_5,00113,00113_6,00113_6_5,Natural gas is a good energy source for the 21st century.,Burning natural gas to heat home contaminates air quality,-1,0.0
00175_5#00175_5_2,00175,00175_5,00175_5_2,Debate is a better form of discourse than dialogue.,Decision-making depends on various alternatives being debated:,1,1.5704417062465608e-05
00175_5#00175_5_3,00175,00175_5,00175_5_3,Debate is a better form of discourse than dialogue.,"Debate participants often deploy tactics of arguing any point just to ""win"".",-1,0.0
00175_5#00175_5_4,00175,00175_5,00175_5_4,Debate is a better form of discourse than dialogue.,Oppositional approaches to problem solving often contribute to a defensive atmosphere and problems remaining unresolved.,-1,7.951982590425264e-05
00175_5#00175_5_5,00175,00175_5,00175_5_5,Debate is a better form of discourse than dialogue.,Debate can crease false dichotomies and non-existent problems:,-1,0.00035411826205952425
00175_5#00175_5_6,00175,00175_5,00175_5_6,Debate is a better form of discourse than dialogue.,A combative and defensive atmosphere need not arise from a debate if an open and objective approach is taken.,1,0.0
00178_2#00178_2_1,00178,00178_2,00178_2_1,The American Jobs Act is good.,American Jobs Act will be fully paid for.,1,0.006473536038193568
00178_2#00178_2_2,00178,00178_2,00178_2_2,The American Jobs Act is good.,"Responsible jobs act has more spending now, taxes later.",1,8.84924679838918e-05
00178_2#00178_2_3,00178,00178_2,00178_2_3,The American Jobs Act is good.,Cutting spending in 2011 has slowed the recovery.,1,5.1832422952905196e-08
00178_2#00178_2_4,00178,00178_2,00178_2_4,The American Jobs Act is good.,Jobs Act is sketchy on how exactly to pay for itself.,-1,0.5911940180707167
00231_6#00231_6_1,00231,00231_6,00231_6_1,Crime cameras are a good idea for cities around the world and in New Orleans.,"Crime cameras help reduce crime rates,",1,7.787717514367101e-05
00231_6#00231_6_10,00231,00231_6,00231_6_10,Crime cameras are a good idea for cities around the world and in New Orleans.,FBI Reports on the effectivness and future of surveillance cameras.,1,0.0
00231_6#00231_6_2,00231,00231_6,00231_6_2,Crime cameras are a good idea for cities around the world and in New Orleans.,Hi-tech crime cameras help predict and prevent criminal acts,1,6.985253352105203e-06
