pairid,argid,propid_to,propid_from,text_to,text_from,relation,ie_conf_arg0,ie_conf_arg1,ie_conf_arg2,ie_conf_arg2p,ie_conf_any
00899_1#00899_1_2,00899,00899_1,00899_1_2,"Govts should mandate that people buy private health insurance, or face penalties.","Health insurance mandates preserve markets, limit govt",1,1.4163819161826993e-08,2.5481639001510343e-07,1.380142213285754e-08,1.380142213285754e-08,2.5481639001510343e-07
00899_1#00899_1_3,00899,00899_1,00899_1_3,"Govts should mandate that people buy private health insurance, or face penalties.","Less government, not more, is answer for uninsured",-1,0.0015335823141291902,6.769527255286378e-05,0.00015584558718254003,0.00015584558718254003,0.0015335823141291902
00899_1#00899_1_4,00899,00899_1,00899_1_4,"Govts should mandate that people buy private health insurance, or face penalties.",Mandates in society are very rare and exceptional,-1,8.159652569818827e-07,5.165938063250048e-06,1.1647747683760917e-05,1.1647747683760917e-05,1.1647747683760917e-05
00904_6#00904_6_1,00904,00904_6,00904_6_1,The Confederate flag should be banned.,The confederate flag represented more than racism (a complicated issue):,-1,0.0,0.0,0.0,0.0,0.0
00904_6#00904_6_2,00904,00904_6,00904_6_2,The Confederate flag should be banned.,The Confederate flag is no more racist than the Union flag:,-1,0.0,0.0,0.0,0.0,0.0
00904_6#00904_6_3,00904,00904_6,00904_6_3,The Confederate flag should be banned.,The Confederate flag has not been a consistent cultural fixture of the South:,1,0.0,0.0,0.0,0.0,0.0
00904_6#00904_6_4,00904,00904_6,00904_6_4,The Confederate flag should be banned.,The Confederate flag is an important symbol of Southern culture and solidarity:,-1,0.0,0.0,0.0,0.0,0.0
00904_6#00904_6_5,00904,00904_6,00904_6_5,The Confederate flag should be banned.,The Confederate flag is inherently racist in its symbolism:,1,0.0,0.0,0.0,0.0,0.0
00942_5#00942_5_1,00942,00942_5,00942_5_1,Geothermal energy should be a major part of plans to combat global warming.,Geothermal energy does not cause acid rain like fossil fuels.,1,4.1011783986014017e-07,0.00015930847044272342,0.0005236832425477733,0.0005236832425477733,0.0005236832425477733
00942_5#00942_5_2,00942,00942_5,00942_5_2,Geothermal energy should be a major part of plans to combat global warming.,Geothermal energy takes less land than other renewables,1,2.9103161666776696e-09,1.7208152840878895e-07,5.55414529958909e-06,5.55414529958909e-06,5.55414529958909e-06
00942_5#00942_5_3,00942,00942_5,00942_5_3,Geothermal energy should be a major part of plans to combat global warming.,Geothermal drilling can release toxic gases from the earth,-1,0.0,0.0,0.0,0.0,0.0
00942_5#00942_5_4,00942,00942_5,00942_5_4,Geothermal energy should be a major part of plans to combat global warming.,The environmental benefits of geothermal outweigh the costs,1,2.4294216993393414e-07,1.5581286875010515e-06,3.754582954677713e-05,3.754582954677713e-05,3.754582954677713e-05
00942_5#00942_5_5,00942,00942_5,00942_5_5,Geothermal energy should be a major part of plans to combat global warming.,Geothermal drilling can be regulated to avoid releasing toxins.,1,1.9674405486445984e-08,5.518122825680142e-10,1.6207517191013732e-08,1.6207517191013732e-08,1.9674405486445984e-08
00942_5#00942_5_6,00942,00942_5,00942_5_6,Geothermal energy should be a major part of plans to combat global warming.,Geothermal energy does not release any waste byproduct.,1,1.0984760394252028e-07,0.0001199161892079664,0.00022007168671516904,0.00022007168671516904,0.00022007168671516904
00942_5#00942_5_7,00942,00942_5,00942_5_7,Geothermal energy should be a major part of plans to combat global warming.,Geothermal energy drilling and extraction can cause earthquakes,-1,1.318403580185379e-07,6.602220300162828e-09,4.865634239022943e-08,4.865634239022943e-08,1.318403580185379e-07
00942_5#00942_5_8,00942,00942_5,00942_5_8,Geothermal energy should be a major part of plans to combat global warming.,Geothermal wastewater contains toxic chemicals.,-1,8.101105836626251e-08,1.7687234075740058e-11,8.264544392885255e-11,8.264544392885255e-11,8.101105836626251e-08
00971_4#00971_4_4,00971,00971_4,00971_4_4,The state should be fully privatised.,The electorate will hold elected officials accountable to running state-owned companies efficiently:,-1,0.0,0.0,0.0,0.0,0.0
00971_4#00971_4_5,00971,00971_4,00971_4_5,The state should be fully privatised.,"Natural monopolies are by definition not subject to competition, and may be better administered by the state.",-1,0.0,0.0,0.0,0.0,0.0
00971_4#00971_4_6,00971,00971_4,00971_4_6,The state should be fully privatised.,The most efficient and consumer friendly services are provided in industries driven by free choice and the power of the buyer.,1,0.0,0.0,0.0,0.0,0.0
01015_1#01015_1_1,01015,01015_1,01015_1_1,There should be a tax on fatty foods.,A fat tax will not solve the problem of low exercise levels,-1,0.0,0.0,0.0,0.0,0.0
01015_1#01015_1_2,01015,01015_1,01015_1_2,There should be a tax on fatty foods.,"A fat-tax won""t solve the problem of over-eating.",-1,0.0,0.0,0.0,0.0,0.0
01015_1#01015_1_3,01015,01015_1,01015_1_3,There should be a tax on fatty foods.,"A ""fat tax"" would save lives.",1,0.0,0.0,0.0,0.0,0.0
01015_1#01015_1_4,01015,01015_1,01015_1_4,There should be a tax on fatty foods.,Pandoras Box has been opened.,-1,1.8744821633865445e-07,2.0988768213183167e-07,0.0,0.0,2.0988768213183167e-07
01015_1#01015_1_5,01015,01015_1,01015_1_5,There should be a tax on fatty foods.,"Obesity is an ""epidemic"" that warrants a fat tax",1,0.0,0.0,0.0,0.0,0.0
01015_1#01015_1_6,01015,01015_1,01015_1_6,There should be a tax on fatty foods.,A fat tax is just as appropriate as cigarette and alcohol taxes,1,0.0,0.0,0.0,0.0,0.0
01021_6#01021_6_1,01021,01021_6,01021_6_1,The military should be allowed to recruit in public schools.,Military does not equate educationally disadvantaged students necessarily as good soldiers.,-1,0.0,0.0,0.0,0.0,0.0
01021_6#01021_6_2,01021,01021_6,01021_6_2,The military should be allowed to recruit in public schools.,Military provides important role in disadvantaged communities,1,3.2657972442960953e-08,4.3704268689648607e-07,5.0240690750321615e-06,5.0240690750321615e-06,5.0240690750321615e-06
01021_6#01021_6_3,01021,01021_6,01021_6_3,The military should be allowed to recruit in public schools.,Military wrongly targets disadvantaged communities.,-1,6.030572107991027e-10,1.3876979684020527e-07,2.762870160185849e-07,2.762870160185849e-07,2.762870160185849e-07
01046_5#01046_5_1,01046,01046_5,01046_5_1,School students should face mandatory drug-tests.,There is a clear and present problem with drug use among teenagers in many countries.,1,0.0,0.0,0.0,0.0,0.0
01046_5#01046_5_10,01046,01046_5,01046_5_10,School students should face mandatory drug-tests.,There are means of preventing drug use other than obligatory drug tests.,-1,0.0,0.0,0.0,0.0,0.0
01046_5#01046_5_11,01046,01046_5,01046_5_11,School students should face mandatory drug-tests.,Random drug testing will effectively utilize social and peer pressures:,1,1.3985748616266888e-08,4.896880661276166e-10,2.2097022068141425e-08,2.2097022068141425e-08,2.2097022068141425e-08
01046_5#01046_5_2,01046,01046_5,01046_5_2,School students should face mandatory drug-tests.,Deterring drug use is the main objective of random drug testing.,1,2.6535424450290892e-08,1.493784139697749e-08,7.332237229422732e-06,7.332237229422732e-06,7.332237229422732e-06
01046_5#01046_5_3,01046,01046_5,01046_5_3,School students should face mandatory drug-tests.,Random tests are ineffective.,-1,2.665271773817799e-08,3.629675372013559e-08,1.5908730644777693e-05,1.5908730644777693e-05,1.5908730644777693e-05
01046_5#01046_5_4,01046,01046_5,01046_5_4,School students should face mandatory drug-tests.,"Education is the ultimate deterrent, not random testing.",-1,1.584442687572263e-05,0.000886315391603294,0.012619917614009053,0.012619917614009053,0.012619917614009053
01046_5#01046_5_5,01046,01046_5,01046_5_5,School students should face mandatory drug-tests.,Forced drug testing will only encourage further rebellion.,-1,2.4398797819569777e-08,1.154279751231654e-09,3.311417963929618e-07,3.311417963929618e-07,3.311417963929618e-07
01046_5#01046_5_6,01046,01046_5,01046_5_6,School students should face mandatory drug-tests.,Drug education clearly does not work.,1,0.0,0.0,0.0,0.0,0.0
01046_5#01046_5_8,01046,01046_5,01046_5_8,School students should face mandatory drug-tests.,There are many simple methods of drug testing that are not too invasive.,1,1.1060789299132539e-07,1.8562393972136276e-06,3.3401968447984884e-06,3.3401968447984884e-06,3.3401968447984884e-06
01046_5#01046_5_9,01046,01046_5,01046_5_9,School students should face mandatory drug-tests.,Random drug tests make the school environment better.,1,1.7302307307465997e-06,2.4401812729927018e-08,6.368837276485078e-06,6.368837276485078e-06,6.368837276485078e-06
01089_2#01089_2_1,01089,01089_2,01089_2_1,There should be an outright ban on the smacking or spanking of children.,There are more effective disciplinary techniques.,-1,0.00014582333971345247,0.00020118175124558477,0.0,0.0,0.00020118175124558477
01089_2#01089_2_2,01089,01089_2,01089_2_2,There should be an outright ban on the smacking or spanking of children.,Smacking is an effective form of discipline.,1,0.0,0.0,0.0,0.0,0.0
01089_2#01089_2_3,01089,01089_2,01089_2_3,There should be an outright ban on the smacking or spanking of children.,Smacking is an ineffective way of disciplining a child.,-1,0.0,0.0,0.0,0.0,0.0
01089_2#01089_2_4,01089,01089_2,01089_2_4,There should be an outright ban on the smacking or spanking of children.,Children are too young to understand so smacking is pointless.,-1,0.00016103304335436143,0.0019263657965484932,0.0,0.0,0.0019263657965484932
01100_5#01100_5_1,01100,01100_5,01100_5_1,Illegal immigrants in the United States should be allowed to obtain drivers licenses.,Illegal immigrants in America should be integrated into society,1,3.511929572325366e-09,4.510788051208233e-06,3.325063622232481e-06,3.325063622232481e-06,4.510788051208233e-06
01100_5#01100_5_2,01100,01100_5,01100_5_2,Illegal immigrants in the United States should be allowed to obtain drivers licenses.,It is not feasible to deport millions of illegal immigrants from the United States,1,0.0,0.0,0.0,0.0,0.0
01100_5#01100_5_3,01100,01100_5,01100_5_3,Illegal immigrants in the United States should be allowed to obtain drivers licenses.,"Illegal immigrants should not be integrated into American society, but rather deported.",-1,1.624486661519819e-07,0.0002390662975374604,1.5968087513529815e-06,1.5968087513529815e-06,0.0002390662975374604
01100_5#01100_5_4,01100,01100_5,01100_5_4,Illegal immigrants in the United States should be allowed to obtain drivers licenses.,Deporting millions of illegal immigrants from America would result in a humanitarian crisis,1,1.1755969297862114e-07,2.068668161040439e-10,1.579308912213698e-07,1.579308912213698e-07,1.579308912213698e-07
01100_5#01100_5_5,01100,01100_5,01100_5_5,Illegal immigrants in the United States should be allowed to obtain drivers licenses.,Drivers licenses would have to be offered to ALL illegal immigrants (not just Mexican),-1,1.914957586638521e-07,2.2778177123739302e-08,6.666305392572358e-07,6.666305392572358e-07,6.666305392572358e-07
01164_1#01164_1_1,01164,01164_1,01164_1_1,Hydroelectric dams should be a part of plans to combat global warming.,Dams can flood farmland at great economic cost.,-1,4.7391121224459906e-08,2.399911326890488e-06,3.7718009297422443e-07,3.7718009297422443e-07,2.399911326890488e-06
01164_1#01164_1_2,01164,01164_1,01164_1_2,Hydroelectric dams should be a part of plans to combat global warming.,Dams provide flood control that helps protect farms.,1,4.686195778900124e-05,0.00011607627435650097,0.014665081119778062,0.014665081119778062,0.014665081119778062
01164_1#01164_1_3,01164,01164_1,01164_1_3,Hydroelectric dams should be a part of plans to combat global warming.,Dams strip the downstream soil of needed nutrients.,-1,9.895052984066694e-07,0.00011789461741217048,3.4740437905298865e-05,3.4740437905298865e-05,0.00011789461741217048
01164_1#01164_1_4,01164,01164_1,01164_1_4,Hydroelectric dams should be a part of plans to combat global warming.,Dams provide irrigation for farm land,1,9.682553339430887e-06,2.3983490745519658e-05,0.00035507018220138806,0.00035507018220138806,0.00035507018220138806
01179_22#01179_22_1,01179,01179_22,01179_22_1,Abortions of any kind should be permitted.,The Declaration of Independence states we have a right to Life (Liberty and the Pursuit of Happiness).,-1,0.0,0.0,0.0,0.0,0.0
01179_22#01179_22_2,01179,01179_22,01179_22_2,Abortions of any kind should be permitted.,The right to abort does not depend on its explicit constitutional provision,1,0.0,0.0,0.0,0.0,0.0
01179_22#01179_22_3,01179,01179_22,01179_22_3,Abortions of any kind should be permitted.,The US Constitution does not explicitly confer a right to abortion,-1,0.0,0.0,0.0,0.0,0.0
01179_23#01179_23_1,01179,01179_23,01179_23_1,Abortions of any kind should be permitted.,"Unborn life should never depend on whether it is ""wanted""",-1,0.0,0.0,0.0,0.0,0.0
01179_23#01179_23_10,01179,01179_23,01179_23_10,Abortions of any kind should be permitted.,Abortion deprives couples that want to adopt of a potential child.,-1,0.0,0.0,0.0,0.0,0.0
01179_23#01179_23_2,01179,01179_23,01179_23_2,Abortions of any kind should be permitted.,"""Unwanted"" children can be adopted; abortion is unnecessary",-1,0.051620260357736925,0.0024005737476526234,0.0,0.0,0.051620260357736925
01179_23#01179_23_3,01179,01179_23,01179_23_3,Abortions of any kind should be permitted.,It is better to seek abortion than neglect a born child,1,0.0,0.0,0.0,0.0,0.0
01179_23#01179_23_4,01179,01179_23,01179_23_4,Abortions of any kind should be permitted.,Adoption is too risky making it a poor alternative to abortion,1,0.0,0.0,0.0,0.0,0.0
01179_23#01179_23_5,01179,01179_23,01179_23_5,Abortions of any kind should be permitted.,Adoption does not spare a women the pains/risks of childbirth.,1,0.0,0.0,0.0,0.0,0.0
01179_23#01179_23_6,01179,01179_23,01179_23_6,Abortions of any kind should be permitted.,Adoption can be as emotionally damaging as abortion.,1,0.0,0.0,0.0,0.0,0.0
01179_23#01179_23_7,01179,01179_23,01179_23_7,Abortions of any kind should be permitted.,A woman must bear the pain/risks of birth; the life of the fetus is worth it.,-1,0.0,0.0,0.0,0.0,0.0
01179_23#01179_23_8,01179,01179_23,01179_23_8,Abortions of any kind should be permitted.,"Support can be given to women who can""t support a child",-1,0.0,0.0,0.0,0.0,0.0
01179_23#01179_23_9,01179,01179_23,01179_23_9,Abortions of any kind should be permitted.,Abortion is not a just response to social problems facing the unborn,-1,0.0,0.0,0.0,0.0,0.0
01196_3#01196_3_1,01196,01196_3,01196_3_1,"Govts should mandate that people buy private health insurance, or face penalties.",Mandatory health insurance ensures appropriate pooling of risk,1,2.2474066059160198e-07,1.0754506719632057e-08,2.1112191007688822e-07,2.1112191007688822e-07,2.2474066059160198e-07
01196_3#01196_3_2,01196,01196_3,01196_3_2,"Govts should mandate that people buy private health insurance, or face penalties.",Insurance mandates force citizens to buy special-interest benefits,-1,0.004241552825734997,0.000828267088472267,0.5259697533663348,0.5259697533663348,0.5259697533663348
01196_3#01196_3_4,01196,01196_3,01196_3_4,"Govts should mandate that people buy private health insurance, or face penalties.","Mandates include young and healthy, spread risk and costs",1,0.0,0.0,0.0,0.0,0.0
