pairid,argid,propid_to,propid_from,text_to,text_from,relation,sa_conf_npvp,sa_cons_npvp
01046_5#01046_5_1,01046,01046_5,01046_5_1,School students should face mandatory drug-tests.,There is a clear and present problem with drug use among teenagers in many countries.,1,0.41004995590682636,0.1200155762369383
01046_5#01046_5_10,01046,01046_5,01046_5_10,School students should face mandatory drug-tests.,There are means of preventing drug use other than obligatory drug tests.,-1,0.39788611942756047,0.45686415223585203
01046_5#01046_5_11,01046,01046_5,01046_5_11,School students should face mandatory drug-tests.,Random drug testing will effectively utilize social and peer pressures:,1,0.0009012386250080362,0.15224035244421927
01046_5#01046_5_2,01046,01046_5,01046_5_2,School students should face mandatory drug-tests.,Deterring drug use is the main objective of random drug testing.,1,0.38842022817345573,0.03360322538913367
01046_5#01046_5_3,01046,01046_5,01046_5_3,School students should face mandatory drug-tests.,Random tests are ineffective.,-1,0.0048928845057098404,0.0027983040924430265
01046_5#01046_5_4,01046,01046_5,01046_5_4,School students should face mandatory drug-tests.,"Education is the ultimate deterrent, not random testing.",-1,0.8702595941801582,0.06761569325549074
01046_5#01046_5_5,01046,01046_5,01046_5_5,School students should face mandatory drug-tests.,Forced drug testing will only encourage further rebellion.,-1,0.8986950988416279,0.057539349081493836
01046_5#01046_5_6,01046,01046_5,01046_5_6,School students should face mandatory drug-tests.,Drug education clearly does not work.,1,0.2833484731895199,0.002128822231017383
01046_5#01046_5_8,01046,01046_5,01046_5_8,School students should face mandatory drug-tests.,There are many simple methods of drug testing that are not too invasive.,1,0.832122903744966,0.02965139314151085
01046_5#01046_5_9,01046,01046_5,01046_5_9,School students should face mandatory drug-tests.,Random drug tests make the school environment better.,1,0.0036735628625068494,0.08652040758637221
01089_2#01089_2_1,01089,01089_2,01089_2_1,There should be an outright ban on the smacking or spanking of children.,There are more effective disciplinary techniques.,-1,0.6295739654814473,0.07270864299366539
01089_2#01089_2_2,01089,01089_2,01089_2_2,There should be an outright ban on the smacking or spanking of children.,Smacking is an effective form of discipline.,1,0.9480769605424709,0.33845628951614803
01089_2#01089_2_3,01089,01089_2,01089_2_3,There should be an outright ban on the smacking or spanking of children.,Smacking is an ineffective way of disciplining a child.,-1,0.9893942093220036,0.9776753477879812
01089_2#01089_2_4,01089,01089_2,01089_2_4,There should be an outright ban on the smacking or spanking of children.,Children are too young to understand so smacking is pointless.,-1,0.8922737383439248,0.9608034789427735
01100_5#01100_5_1,01100,01100_5,01100_5_1,Illegal immigrants in the United States should be allowed to obtain drivers licenses.,Illegal immigrants in America should be integrated into society,1,0.12649266949921745,0.9908277999991617
01100_5#01100_5_2,01100,01100_5,01100_5_2,Illegal immigrants in the United States should be allowed to obtain drivers licenses.,It is not feasible to deport millions of illegal immigrants from the United States,1,0.9856168808918573,0.12215815638321563
01100_5#01100_5_3,01100,01100_5,01100_5_3,Illegal immigrants in the United States should be allowed to obtain drivers licenses.,"Illegal immigrants should not be integrated into American society, but rather deported.",-1,0.9870686009639474,0.10502792263269933
01100_5#01100_5_4,01100,01100_5,01100_5_4,Illegal immigrants in the United States should be allowed to obtain drivers licenses.,Deporting millions of illegal immigrants from America would result in a humanitarian crisis,1,0.9848714029064347,0.12100934849084287
01100_5#01100_5_5,01100,01100_5,01100_5_5,Illegal immigrants in the United States should be allowed to obtain drivers licenses.,Drivers licenses would have to be offered to ALL illegal immigrants (not just Mexican),-1,0.48101162860872804,0.8390720369868996
01164_1#01164_1_1,01164,01164_1,01164_1_1,Hydroelectric dams should be a part of plans to combat global warming.,Dams can flood farmland at great economic cost.,-1,0.8746986913871624,0.02533012999820427
01164_1#01164_1_2,01164,01164_1,01164_1_2,Hydroelectric dams should be a part of plans to combat global warming.,Dams provide flood control that helps protect farms.,1,0.012215864898106355,0.4748402415016066
01164_1#01164_1_3,01164,01164_1,01164_1_3,Hydroelectric dams should be a part of plans to combat global warming.,Dams strip the downstream soil of needed nutrients.,-1,0.7618540435729589,0.003662321413477451
01164_1#01164_1_4,01164,01164_1,01164_1_4,Hydroelectric dams should be a part of plans to combat global warming.,Dams provide irrigation for farm land,1,0.016807531323539404,0.2532825782756772
01179_22#01179_22_1,01179,01179_22,01179_22_1,Abortions of any kind should be permitted.,The Declaration of Independence states we have a right to Life (Liberty and the Pursuit of Happiness).,-1,0.0005149291783684301,0.9576043181683498
01179_22#01179_22_2,01179,01179_22,01179_22_2,Abortions of any kind should be permitted.,The right to abort does not depend on its explicit constitutional provision,1,0.4985300295757986,0.016389985004710176
01179_22#01179_22_3,01179,01179_22,01179_22_3,Abortions of any kind should be permitted.,The US Constitution does not explicitly confer a right to abortion,-1,0.8554518730084718,0.14794852508082215
01179_23#01179_23_1,01179,01179_23,01179_23_1,Abortions of any kind should be permitted.,"Unborn life should never depend on whether it is ""wanted""",-1,0.41411573767865567,0.1011207524384356
01179_23#01179_23_10,01179,01179_23,01179_23_10,Abortions of any kind should be permitted.,Abortion deprives couples that want to adopt of a potential child.,-1,0.9480457887206528,0.06301541916498532
01179_23#01179_23_2,01179,01179_23,01179_23_2,Abortions of any kind should be permitted.,"""Unwanted"" children can be adopted; abortion is unnecessary",-1,0.9481375859408138,0.08988779113732259
01179_23#01179_23_3,01179,01179_23,01179_23_3,Abortions of any kind should be permitted.,It is better to seek abortion than neglect a born child,1,0.6722179667581766,0.22142967694891416
01179_23#01179_23_4,01179,01179_23,01179_23_4,Abortions of any kind should be permitted.,Adoption is too risky making it a poor alternative to abortion,1,0.9425329190330275,0.054604040419260105
01179_23#01179_23_5,01179,01179_23,01179_23_5,Abortions of any kind should be permitted.,Adoption does not spare a women the pains/risks of childbirth.,1,0.5172952300272993,0.0006172248849435701
01179_23#01179_23_6,01179,01179_23,01179_23_6,Abortions of any kind should be permitted.,Adoption can be as emotionally damaging as abortion.,1,0.9438272737445612,0.08994198259980472
01179_23#01179_23_7,01179,01179_23,01179_23_7,Abortions of any kind should be permitted.,A woman must bear the pain/risks of birth; the life of the fetus is worth it.,-1,0.0694734497405852,0.8112125788890705
01179_23#01179_23_8,01179,01179_23,01179_23_8,Abortions of any kind should be permitted.,"Support can be given to women who can""t support a child",-1,0.0315730944394656,0.9204545389824198
01179_23#01179_23_9,01179,01179_23,01179_23_9,Abortions of any kind should be permitted.,Abortion is not a just response to social problems facing the unborn,-1,0.9580471204958237,0.004017613081303197
01196_3#01196_3_1,01196,01196_3,01196_3_1,"Govts should mandate that people buy private health insurance, or face penalties.",Mandatory health insurance ensures appropriate pooling of risk,1,0.007041829788237542,0.4082447054779714
01196_3#01196_3_2,01196,01196_3,01196_3_2,"Govts should mandate that people buy private health insurance, or face penalties.",Insurance mandates force citizens to buy special-interest benefits,-1,0.7212669274924335,0.5139411276556919
01196_3#01196_3_4,01196,01196_3,01196_3_4,"Govts should mandate that people buy private health insurance, or face penalties.","Mandates include young and healthy, spread risk and costs",1,0.08117399940409216,0.33132156760893544
01196_3#01196_3_5,01196,01196_3,01196_3_5,"Govts should mandate that people buy private health insurance, or face penalties.",W/o mandates insurers focus on risk instead of costs,1,0.06528603459679731,0.012477538394827823
01196_3#01196_3_6,01196,01196_3,01196_3_6,"Govts should mandate that people buy private health insurance, or face penalties.",Insurance mandates require costly government subsidies,-1,0.2138555422285708,0.5641080562482867
01196_3#01196_3_7,01196,01196_3,01196_3_7,"Govts should mandate that people buy private health insurance, or face penalties.","Only markets, not mandates, reduce cost of insurance",-1,0.2139145788781175,0.09699427058845161
01196_7#01196_7_1,01196,01196_7,01196_7_1,"Govts should mandate that people buy private health insurance, or face penalties.",Insurance mandates should be placed on individuals if anything.,-1,0.47613307714010183,0.8763552421088827
01196_7#01196_7_2,01196,01196_7,01196_7_2,"Govts should mandate that people buy private health insurance, or face penalties.",Employers should be required to offer insurance to employees,1,0.3134388712112167,0.9169536285338461
01196_7#01196_7_3,01196,01196_7,01196_7_3,"Govts should mandate that people buy private health insurance, or face penalties.",Insurance mandates violate the rights of employers.,-1,0.8769260918118488,0.01835885287272482
01218_4#01218_4_1,01218,01218_4,01218_4_1,The double jeopardy rule should be abandoned.,"When crimes goes unpunished by double jeopardy laws, it undermines our faith in the justice system:",1,0.00529945766117921,0.826729775072635
01218_4#01218_4_2,01218,01218_4,01218_4_2,The double jeopardy rule should be abandoned.,All the rules and laws that protect the accused at the first trial will be in place at a second.,1,0.05928966928146833,0.02099739366902305
01218_4#01218_4_3,01218,01218_4,01218_4_3,The double jeopardy rule should be abandoned.,The judicial system is unlikely to be overwhelmed with retrials.,1,0.11923452380577661,0.2711267539366682
01218_4#01218_4_4,01218,01218_4,01218_4_4,The double jeopardy rule should be abandoned.,The rule of law will actually come to mean less if it exists in a perpetual state of potential overturn.,-1,0.5067833085235609,0.6740260062370034
01218_4#01218_4_5,01218,01218_4,01218_4_5,The double jeopardy rule should be abandoned.,The presumption of innocence will be undermined in a retrial:,-1,0.5501826488311573,0.6162597646237935
01242_3#01242_3_1,01242,01242_3,01242_3_1,The European Union should have its own standing army.,A European Defense Force would only approach minor conflicts that are less likely to receive the necessary consensus received by NATO.,-1,0.24732136287489484,0.20652777280540865
01242_3#01242_3_2,01242,01242_3,01242_3_2,The European Union should have its own standing army.,It is financially feasible.,1,0.0008674774524444482,0.8915298618873344
01242_3#01242_3_3,01242,01242_3,01242_3_3,The European Union should have its own standing army.,NATO has shown us that a standing multinational defense force is possible.,1,0.0018863884129346857,0.9203772776918335
01242_3#01242_3_4,01242,01242_3,01242_3_4,The European Union should have its own standing army.,Political barriers exist.,-1,0.01842319905836426,0.0016574568963224506
00038_2#00038_2_1,00038,00038_2,00038_2_1,The US should create a public insurance option and hybrid public-private health care system.,Insurance industry has sufficient competition w/o public option,-1,0.0033562627358831114,0.8083122460306762
00038_2#00038_2_10,00038,00038_2,00038_2_10,The US should create a public insurance option and hybrid public-private health care system.,Public insurance is unfair competition for private insurers,-1,0.9521230587642407,0.000897476416793943
00038_2#00038_2_11,00038,00038_2,00038_2_11,The US should create a public insurance option and hybrid public-private health care system.,Public and private insurers can learn from each other,1,0.001925425591967157,0.9597593671392969
00038_2#00038_2_12,00038,00038_2,00038_2_12,The US should create a public insurance option and hybrid public-private health care system.,Insurers/conservatives oppose public insurance because it works,1,0.9470279603045962,0.006727585654987055
00038_2#00038_2_13,00038,00038_2,00038_2_13,The US should create a public insurance option and hybrid public-private health care system.,"Contradictory to argue public option bad, insurers can""t compete",1,0.9216837786391543,0.001447542714660012
00038_2#00038_2_14,00038,00038_2,00038_2_14,The US should create a public insurance option and hybrid public-private health care system.,Public insurance stimulates competition in a non-competitive industry,1,0.0010588847825082875,0.8934797543273411
