pairid,argid,propid_to,propid_from,text_to,text_from,relation
00827_5#00827_5_5,00827,00827_5,00827_5_5,The 2010 US health care reform legislation is a good idea.,2009 health bill is much better than nothing,1
00827_5#00827_5_6,00827,00827_5,00827_5_6,The 2010 US health care reform legislation is a good idea.,2009 US health bill would do more harm than good,-1
00827_5#00827_5_7,00827,00827_5,00827_5_7,The 2010 US health care reform legislation is a good idea.,Killing 2009 health bill would delay reform for years,1
00827_5#00827_5_8,00827,00827_5,00827_5_8,The 2010 US health care reform legislation is a good idea.,General statements in favor of health care reform,1
00827_5#00827_5_9,00827,00827_5,00827_5_9,The 2010 US health care reform legislation is a good idea.,General statements against 2010 US health care reform,-1
00841_2#00841_2_10,00841,00841_2,00841_2_10,Military tribunals in the US were justified.,1. AUMF - The Congressional Authorization for the Use of Military Force,1
00841_2#00841_2_12,00841,00841_2,00841_2_12,Military tribunals in the US were justified.,2 and 3: President Bush invoked authority based in two provisions of the Code of Military Justice. Section 82118,1
00841_2#00841_2_2,00841,00841_2,00841_2_2,Military tribunals in the US were justified.,The AUMF Was Insufficient:,-1
00841_2#00841_2_4,00841,00841_2,00841_2_4,Military tribunals in the US were justified.,"Marbury v. Madison clearly establishes the Court as the final arbiter of the meaning of the Constitution - it has jurisdiction in all criminal judgements, although Congress, and Congress alone, is Constitutionally permitted to limit the writ of habeus corpus:",-1
00841_2#00841_2_5,00841,00841_2,00841_2_5,Military tribunals in the US were justified.,"COURT AUTHORITY: ""Prohibiting inquiry into tribunal judgments by federal courts is a suspension of the writ of habeas corpus in violation of Article I.""",-1
00841_2#00841_2_6,00841,00841_2,00841_2_6,Military tribunals in the US were justified.,"United States v. Mendoza-Lopez - An example of Court intervention in a matter pertaining to ""criminal sanctions"" in an area where it has historically shown restraint.",-1
00841_2#00841_2_7,00841,00841_2,00841_2_7,Military tribunals in the US were justified.,"(<- counter) Detainee Treatment Act doesn""t deprive Supreme Court of jurisdiction over Hamdan v. Rumsfeld:",-1
00841_2#00841_2_8,00841,00841_2,00841_2_8,Military tribunals in the US were justified.,"Ex Parte Milligan concluded that the power to suspend the writ of Habeus Corbus is the power of Congress, not the Executive:",-1
00841_2#00841_2_9,00841,00841_2,00841_2_9,Military tribunals in the US were justified.,This point is argued in the book Military Tribunals and Presidential Power by Louis Fisher,-1
00842_1#00842_1_1,00842,00842_1,00842_1_1,Communism is a sound political philosophy.,Helping the less wealthy is the intention of communism,1
00842_1#00842_1_2,00842,00842_1,00842_1_2,Communism is a sound political philosophy.,Communism will destroy the economy.,-1
00842_1#00842_1_3,00842,00842_1,00842_1_3,Communism is a sound political philosophy.,Shared wealth will mean more wealth  for the less wealthy,1
00842_1#00842_1_4,00842,00842_1,00842_1_4,Communism is a sound political philosophy.,Communist states often oppress dissent.,-1
00930_3#00930_3_1,00930,00930_3,00930_3_1,A guest worker immigration reform program is a good idea for the United States...,"According toa March, 2006 Time poll of American opinion",1
00930_3#00930_3_3,00930,00930_3,00930_3_3,A guest worker immigration reform program is a good idea for the United States...,Voice (and protests) of the Immigrant American working class:,-1
00930_3#00930_3_4,00930,00930_3,00930_3_4,A guest worker immigration reform program is a good idea for the United States...,According to the Federation for American Immigration Reform (FAIR) 02/06,-1
00930_3#00930_3_5,00930,00930_3,00930_3_5,A guest worker immigration reform program is a good idea for the United States...,"NBC/Wall St. Journal poll (March 10-13, 2006)",-1
00981_4#00981_4_1,00981,00981_4,00981_4_1,A two-party system is preferable to a multi-party system.,"""Left""/""right"" ideologies of two-party systems are no longer clear cut.",-1
00981_4#00981_4_2,00981,00981_4,00981_4_2,A two-party system is preferable to a multi-party system.,Two-party systems establish precedents that exclude third parties.,-1
00981_4#00981_4_3,00981,00981_4,00981_4_3,A two-party system is preferable to a multi-party system.,Two-party system emerge as representations of public will.,1
00981_4#00981_4_4,00981,00981_4,00981_4_4,A two-party system is preferable to a multi-party system.,Two-party systems create false dichotomies.,-1
00982_4#00982_4_1,00982,00982_4,00982_4_1,Mission to the Moon is preferred to Mars.,Launching exploration to Mars best honors Apollo mission.,-1
00982_4#00982_4_2,00982,00982_4,00982_4_2,Mission to the Moon is preferred to Mars.,"Many Apollo astronauts advocate going to Mars, not Moon",-1
00982_4#00982_4_3,00982,00982_4,00982_4_3,Mission to the Moon is preferred to Mars.,General statements favoring a mission to Mars over the Moon,-1
01296_4#01296_4_1,01296,01296_4,01296_4_1,This House believes that TV viewing is harmful to children..,News.,1
01296_4#01296_4_2,01296,01296_4,01296_4_2,This House believes that TV viewing is harmful to children..,Television is mostly directed to films and shows that have commercial purposes but little cultural value:,-1
01296_4#01296_4_3,01296,01296_4,01296_4_3,This House believes that TV viewing is harmful to children..,Educational TV shows.,1
01296_4#01296_4_4,01296,01296_4,01296_4_4,This House believes that TV viewing is harmful to children..,Children prefer passive TV-watching.,-1
00084_2#00084_2_1,00084,00084_2,00084_2_1,The US policy of No Growth Budgets in the United Nations is justified.,"Inflation pressures reduce the real ""purchasing power"" of a no-growth budget:",1
00084_2#00084_2_2,00084,00084_2,00084_2_2,The US policy of No Growth Budgets in the United Nations is justified.,A no-growth budget for the UN lacks flexibility:,1
00084_2#00084_2_3,00084,00084_2,00084_2_3,The US policy of No Growth Budgets in the United Nations is justified.,Too much US flexibility encourages budgetary abuse by other nations in the UN:,-1
00113_6#00113_6_1,00113,00113_6,00113_6_1,Natural gas is a good energy source for the 21st century.,Odorless natural gas presents greater risk of ingestion.,-1
00113_6#00113_6_2,00113,00113_6,00113_6_2,Natural gas is a good energy source for the 21st century.,Odors added to natural gas to enable human detection,1
00113_6#00113_6_3,00113,00113_6,00113_6_3,Natural gas is a good energy source for the 21st century.,Natural gas can be harmful and even poisonous to ingest,-1
00113_6#00113_6_4,00113,00113_6,00113_6_4,Natural gas is a good energy source for the 21st century.,Natural gas is non-toxic.,1
00113_6#00113_6_5,00113,00113_6,00113_6_5,Natural gas is a good energy source for the 21st century.,Burning natural gas to heat home contaminates air quality,-1
00175_5#00175_5_2,00175,00175_5,00175_5_2,Debate is a better form of discourse than dialogue.,Decision-making depends on various alternatives being debated:,1
00175_5#00175_5_3,00175,00175_5,00175_5_3,Debate is a better form of discourse than dialogue.,"Debate participants often deploy tactics of arguing any point just to ""win"".",-1
00175_5#00175_5_4,00175,00175_5,00175_5_4,Debate is a better form of discourse than dialogue.,Oppositional approaches to problem solving often contribute to a defensive atmosphere and problems remaining unresolved.,-1
00175_5#00175_5_5,00175,00175_5,00175_5_5,Debate is a better form of discourse than dialogue.,Debate can crease false dichotomies and non-existent problems:,-1
00175_5#00175_5_6,00175,00175_5,00175_5_6,Debate is a better form of discourse than dialogue.,A combative and defensive atmosphere need not arise from a debate if an open and objective approach is taken.,1
00178_2#00178_2_1,00178,00178_2,00178_2_1,The American Jobs Act is good.,American Jobs Act will be fully paid for.,1
00178_2#00178_2_2,00178,00178_2,00178_2_2,The American Jobs Act is good.,"Responsible jobs act has more spending now, taxes later.",1
00178_2#00178_2_3,00178,00178_2,00178_2_3,The American Jobs Act is good.,Cutting spending in 2011 has slowed the recovery.,1
00178_2#00178_2_4,00178,00178_2,00178_2_4,The American Jobs Act is good.,Jobs Act is sketchy on how exactly to pay for itself.,-1
00231_6#00231_6_1,00231,00231_6,00231_6_1,Crime cameras are a good idea for cities around the world and in New Orleans.,"Crime cameras help reduce crime rates,",1
00231_6#00231_6_10,00231,00231_6,00231_6_10,Crime cameras are a good idea for cities around the world and in New Orleans.,FBI Reports on the effectivness and future of surveillance cameras.,1
00231_6#00231_6_2,00231,00231_6,00231_6_2,Crime cameras are a good idea for cities around the world and in New Orleans.,Hi-tech crime cameras help predict and prevent criminal acts,1
00231_6#00231_6_3,00231,00231_6,00231_6_3,Crime cameras are a good idea for cities around the world and in New Orleans.,Benefits of crime cameras may not be reflected in crime rates.,1
00231_6#00231_6_4,00231,00231_6,00231_6_4,Crime cameras are a good idea for cities around the world and in New Orleans.,Crime cameras have not had a significant impact on crime rates,-1
00231_6#00231_6_5,00231,00231_6,00231_6_5,Crime cameras are a good idea for cities around the world and in New Orleans.,Inexpensive camera viewing services are avaialable,1
00231_6#00231_6_6,00231,00231_6,00231_6_6,Crime cameras are a good idea for cities around the world and in New Orleans.,"Crime cameras may help prosecutions, but don""t reduce crime.",-1
00231_6#00231_6_7,00231,00231_6,00231_6_7,Crime cameras are a good idea for cities around the world and in New Orleans.,Cameras speed up responses to crime and injuries.,1
00231_6#00231_6_8,00231,00231_6,00231_6_8,Crime cameras are a good idea for cities around the world and in New Orleans.,CCTV failing to cut crime,-1
00231_6#00231_6_9,00231,00231_6,00231_6_9,Crime cameras are a good idea for cities around the world and in New Orleans.,Cameras make a small but valuable contribution to crime fighting.,1
00247_1#00247_1_1,00247,00247_1,00247_1_1,Global warming is chiefly caused by humans not by natural phenomenon.,The atmosphere is not warming in the way human-caused global warming theories would predict.,-1
00247_1#00247_1_10,00247,00247_1,00247_1_10,Global warming is chiefly caused by humans not by natural phenomenon.,Increase in atmospheric moisture is tied to human emissions,1
00247_1#00247_1_12,00247,00247_1,00247_1_12,Global warming is chiefly caused by humans not by natural phenomenon.,Ocean layers have warmed in a manner that indicates human-causes of global warming:,1
00247_1#00247_1_13,00247,00247_1,00247_1_13,Global warming is chiefly caused by humans not by natural phenomenon.,Glacier melting globally demonstrates human-causes of global warming,1
00247_1#00247_1_14,00247,00247_1,00247_1_14,Global warming is chiefly caused by humans not by natural phenomenon.,"Spatial patterns of heat-trappings are concentrated around populated areas, indicating human causes:",1
00247_1#00247_1_2,00247,00247_1,00247_1_2,Global warming is chiefly caused by humans not by natural phenomenon.,"The effects of global warming are clear, but they don""t demonstrate human-causes:",-1
00247_1#00247_1_3,00247,00247_1,00247_1_3,Global warming is chiefly caused by humans not by natural phenomenon.,Atmospheric shifts show human fingerprints on global warming,1
00247_1#00247_1_4,00247,00247_1,00247_1_4,Global warming is chiefly caused by humans not by natural phenomenon.,Glaciers and ice-sheets melt and re-form annually.,-1
00247_1#00247_1_6,00247,00247_1,00247_1_6,Global warming is chiefly caused by humans not by natural phenomenon.,Greenland ice-caps are melting at an accelerating rate,1
00247_1#00247_1_7,00247,00247_1,00247_1_7,Global warming is chiefly caused by humans not by natural phenomenon.,"The acceleration of global warming could be natural, and therefore the accelerated on-the-ground effects could be natural as well.",-1
00247_1#00247_1_8,00247,00247_1,00247_1_8,Global warming is chiefly caused by humans not by natural phenomenon.,The atmosphere has responded as expected to human-induced global warming,1
00247_1#00247_1_9,00247,00247_1,00247_1_9,Global warming is chiefly caused by humans not by natural phenomenon.,The melting of the arctic ice caps has increased dramatically with human emissions,1
00275_2#00275_2_1,00275,00275_2,00275_2_1,A US National Renewable Energy Standard is a good idea.,US Renewable Electricity Standard is popular,1
